id,meldungsNummern,bezirk,betreff,erstellungsDatum,status,sachverhalt
3543285,"['2bnw8x', 'gj48ap', 'o9sc8x', 't20iyp']",Tempelhof-Schöneberg,Hindernisse auf Radweg,15.05.2022 - 09:47:52,In Bearbeitung,Hindernis auf Radweg 
3545498,['jg5l35'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",16.05.2022 - 09:19:35,Erledigt,"Seit über einem Monat befindet sich auf dem Bürgersteig ein großer und gefüllter ""ecoservice24Bag"" . Ein Anruf unter der auf einem Aufkleber angegebenen Rufnummer 0800 444 65 65 führte zu nichts. Ein Versuch unter der für eine Abholung angegebenen Adresse ""www.ecoservice24.de blieb erfolglos wegen fehlender Angaben zum Inhalt des Bags. "
3547779,['z18ni9'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,16.05.2022 - 14:18:09,In Bearbeitung,"Dieses Fahrzeug steht mittlerweile seit über 1,5j hier 
Habe es mehrmals ser Streife gesagt leider steht der immer noch hier "
3547906,['qdukh'],Tempelhof-Schöneberg,Abfall - Müllablagerung,16.05.2022 - 16:24:29,In Bearbeitung,Müllsäcke 
3547946,['lw0w01'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",16.05.2022 - 18:33:19,In Bearbeitung,siehe Fotos ...ein Rohr eine Heizung und eine Pappkiste 
3548123,['kl7aip'],Tempelhof-Schöneberg,Straßenaufsicht - Sonstiges,16.05.2022 - 23:07:33,In Bearbeitung,"Das Restaurant Bergamotto nutzt das öffentliche Strassenland für Tische. Die Tische sind so verteilt, dass man als Fussgänger kaum an den Tischen vorbeikommt. Es ist so eng gestellt, dass man warten muss, bis der entgegenkommende Fussgänger vorbei ist, das war im letzten Sommer auch schon so und ich hab echt keine lust mehr. Ist das überhaupt erlaubt, dass die das Strassenland da nutzen? Das S-Cafe zB macht sich nicht so breit. "
3548802,['izge0x'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,17.05.2022 - 11:46:54,In Bearbeitung,"… rutschten seit Wochen immer weiter ab, liegen jetzt ineinander verkeilt. Und ragen immer weiter auf den Gehweg."
3548972,['m0pg5d'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",17.05.2022 - 15:15:35,In Bearbeitung,"Wieder lagert der Anwohner seinen Bauschutt auf dem Bürgersteig. Weiterhin nimmt er Sperrungen der Parkplätze und des Gewehrs mit einem
Band vor.  Das kann dich wohl nicht wahr sein. Nicht nur dass jetzt Bauplanen als Zaun dienen, während der Ruhezeiten der Winkelschleifer angeworfen wird, kommt dass jetzt auch wieder. 
Tun sie denn garnichts ?"
3548979,['fhyznl'],Tempelhof-Schöneberg,Sondernutzung - Bauschuttcontainer,17.05.2022 - 15:56:14,In Bearbeitung,steht seit 2 Jahren voller Schutt vorm Haus.
3549005,"['dqaku9', 'yq2x35']",Tempelhof-Schöneberg,Grünanlage/Park - unangeleinte Hunde,17.05.2022 - 18:40:00,In Bearbeitung,So gegen 18 Uhr treffen sich vermehrt Hundebesitzer am Viktoria-Luise-Platz und lassen ihre Hunde ohne Leine durch die Grünanlage und durch die Beete laufen. hier wäre gegebenenfalls eine Kontrolle in den frühen Abendstunden durch das Ordnungsamt ratsam
3549072,['f98cg1'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",17.05.2022 - 19:26:51,Erledigt,Hier wurden Baustellenschilder zur Fahrbahnverengung und Temporeduzierung vor einer Baustelle offenbar mutwillig entfernt. 
3554025,['to96o1'],Tempelhof-Schöneberg,Gewerbe/Gaststätten - Sonstiges,18.05.2022 - 13:31:55,In Bearbeitung,"Der Gehweg wird ja immer schmaler in der Friedrich-Wilhelm str. Da das Restaurant Meyman seine Tische ausgeweitet hat!!! 
Das soll alles genehmigt sein? Bitte überprüfen "
3555087,['vdqxoh'],Tempelhof-Schöneberg,"Straßenaufsicht - Gehölzschnitt an Bäumen, Büschen auf öffentlichem Straßenland",18.05.2022 - 19:27:55,In Bearbeitung,"Der rechte Radweg ist völlig mit Dornigem zugewachsen, der Gehweg und mittlere Radweg hat gefährliche Stolperpflaster"
3554264,['w2px4x'],Tempelhof-Schöneberg,Verkehr,18.05.2022 - 20:34:46,In Bearbeitung,"Hiermit bitte ich um dringende Maßnahmen zur Verkehrsberuhigung der Ella-Barowsky-Straße zwischen den Abschnitten Sachsendamm und Gotenstraße, da der Verkehr tagsüber, vor allem zu Stoßzeiten den Charakter einer Hauptverkehrsstraße hat. Zudem befindet sich bei Hausnummer 14 eine KiTa (besonders schutzwürdiger Bereich). Viele Verkehrsteilnehmer halten sich nicht an die Geschwindigkeitsbegrenzung.

Maßnahmen:
- Aufstellen von Tempo 30 Schildern
- ggf. Einrichten eines Fußgängerüberweges in Höhe der KiTa
- Verhindern des Abstellens von Fahrzeugen auf dem Gehweg durch Einrichtung wie Pollern o.ä.
- Den Großteil des einfließenden Verkehrs stellen die Fahrzeuge dar, die von der A103 kommen und Richtung Kreuzberg fahren wollen. Deshalb wäre es sinnvoll das Geradeausfahren von der A103 zur Ella-Barowsky-Str zu unterbinden (Verbot der Einfahrt mit Ausnahme für Anwohner etc.)"
3555106,['2yzvup'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,19.05.2022 - 18:08:56,In Bearbeitung,Offensichtlich schon sehr lange nicht mehr benutzt.
3555153,['88s64h'],Tempelhof-Schöneberg,Straßenaufsicht - Wildwuchs von Privatgelände,19.05.2022 - 18:27:44,In Bearbeitung,"In der Barbarossastr. zwischen Heilbronner Str. Richtung Landshuter Str. befindet sich Wildwuchs vom Privatgrundstück. Es ist nicht mehr möglich, von beiden Seiten gleichzeitig als Fußgänger die Stelle zu passieren. Es ragt ca. 1,50m auf den Gehweg."
3555195,['skgfep'],Tempelhof-Schöneberg,"Straßenaufsicht - Gehölzschnitt an Bäumen, Büschen auf öffentlichem Straßenland",19.05.2022 - 20:02:28,In Bearbeitung,"Auf der Bahngleiseite ragt Gebüsch in den Gehweg so, dass dieser nicht zu benutzen ist"
3555209,['dv1y4h'],Tempelhof-Schöneberg,Sondernutzung - Herausstellen von Waren und Gegenständen,19.05.2022 - 20:19:58,In Bearbeitung,Der blumenkübel wurde wieder vor die Ein und Ausfahrt gestellt auf öffentliches Straßenland. 
3555257,['be3bb5'],Tempelhof-Schöneberg,Gesundheitsschutz/Hygiene - Ungeziefer (z. B. Ratten),19.05.2022 - 21:06:45,In Bearbeitung,Wir bitten dringend um Schließung der Rattenlöscher - vielen Dank für Ihre Mühe!
3555266,['mwmgox'],Tempelhof-Schöneberg,Abfall - Müllablagerung,19.05.2022 - 21:53:51,Erledigt,Unrat
3561109,['2hmt4x'],Tempelhof-Schöneberg,Bauaufsicht - Sonstiges,22.05.2022 - 13:17:10,In Bearbeitung,"Hier war/ist ein Gebäude im Bau. Scheinbar seit Monaten ist dort nichts mehr passiert. Es gibt weder ein Schild wer der Bauherr ist,noch was dort gebaut wird. Das ""Gebäude""wirft Fragen auf. Das sollte vielleicht mal überprüft werden,ob dort alles Rechtens ist."
3564048,['a6coox'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,23.05.2022 - 12:52:30,In Bearbeitung,"Beide Fahrräder verrostet, kaputter Vorderrad. "
3564405,['3uhg5d'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,23.05.2022 - 16:09:53,In Bearbeitung,"Herrenloses, schwarzes Schrottfahrrad. Defekt, Plattfuß hinten. Teilbereiche (Kettenbereich) stark korrodiert. Blockiert seit langem den Bügel. "
3564537,['t27jsx'],Tempelhof-Schöneberg,Sonstiges - allgemeine Anfrage und Auskunft,23.05.2022 - 17:21:55,In Bearbeitung,"An der Parkplatzeinfahrt steht seit gefühlten Monaten, bestimmt aber seit vielen Wochen ein kleines rotes 45kmh-Auto mit grünem Versicherungskennzeichen. Mittlerweile ist ein Reifen platt. Das Auto dreckt zu. Vielleicht können sie den Halter ausmachen. Vielleicht braucht dieser Hilfe. Manchmal sind feuchte Rinnsale unter dem Auto. Ich weiss nicht, ob da was auslaufen kann."
3565622,"['jfyk8x', 'nbf6kh']",Tempelhof-Schöneberg,Abfall - Müllablagerung,24.05.2022 - 09:19:58,Erledigt,Vermüllung perelsplatz Elektohäuschen
3566740,['by9iwx'],Tempelhof-Schöneberg,Rattenbefall und Müll,24.05.2022 - 09:30:03,In Bearbeitung,Auf dem Spielplatz ist ein extremer Rattenbefall. Es kommen immer wieder mehrere Ratten auf einmal auf den Spielplatz während in den Gebüschen noch mehr zu hören sind. Hinter den Büschen am Altkleider Container liegt auch ein Haufen Müll unter anderem Ölkanister. Desweiteren ist der Spielplatz generell immer wieder vermüllt.  Leider ist auch der Abfall behälter so gut wie nie geleert
3582170,['w4xa81'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,24.05.2022 - 20:19:06,In Bearbeitung,"silber-graues Damenfahrrad ohne Sattel, luftleere Reifen, Marke ""MiFa"", Lenker stark verrostet,
Gepäckkorb vermüllt, mit dickem schwarzen Schlüsselschloss am Ständer verbunden."
3603636,['ndyu4h'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,25.05.2022 - 08:18:13,In Bearbeitung,"Jugendrad 
"
3603775,['7klzb5'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,25.05.2022 - 08:49:25,In Bearbeitung,"1 Damenfahrad (Licht vorne und hinten defekt) und 1 Kinderfahrrad, beide zusammengeachlossen"
3603811,['2zsoht'],Tempelhof-Schöneberg,Kfz ohne Kennzeichen (außer Autowrack),25.05.2022 - 09:06:42,In Bearbeitung,Roller ohne Kennzeichen 
3603845,['9m9zi9'],Tempelhof-Schöneberg,"Baumschutz - fehlender Baumschnitt, loser Ast",25.05.2022 - 10:27:58,In Bearbeitung,Die Äste der Büsche ragen auf die Straße und stören so den Verkehr und zerkratzen den Autolack. Nördlich und südlich der Nuthestrasse 28.
3604036,['2p80ld'],Tempelhof-Schöneberg,Verkehrsbehinderung allgemein,25.05.2022 - 15:31:35,In Bearbeitung,Unzählige und auf dem Gehweg abeparkte Miet-Elektroroller behindern immer wieder den Fußgängerverkehr. Dauerzustand.
3604062,['48mn0h'],Tempelhof-Schöneberg,Anhänger (14 Tage),25.05.2022 - 16:35:29,In Bearbeitung,"Seit Mitte März steht dieser Hänger bereits und wird nicht bewegt. Aber wahrscheinlich steht dieser Hänger schon länger hier. Dadurch wird ein Parkplatz, die hier ohnehin schon spärlich sind, in Beschlag genommen. "
3610822,['6r5gjl'],Tempelhof-Schöneberg,Abfall - Müllablagerung,26.05.2022 - 08:24:14,In Bearbeitung,"Seit Monaten bzw Jahren befindet sich hier ein Metallelememt und am Baum ist ein Reifen angekettet, es kann davon ausgegangen werden, dass an dieser Stelle weniger Regen versickert"
3617337,['7g4g01'],Tempelhof-Schöneberg,Motorroller/Kleinkraftrad,26.05.2022 - 09:57:24,In Bearbeitung,"Nachdem bei der gestrigen Anzeige nichts passiert ist, heute nach wie vor die gleiche Situation. 
Das Kleinkraftrad hat kein gültiges Versicherungskennzeichen mehr und parkt zu dem noch auf dem Gehweg."
3617944,['9q7uv5'],Tempelhof-Schöneberg,Kfz ohne Kennzeichen (außer Autowrack),26.05.2022 - 16:09:14,In Bearbeitung,Fahrzeug ohne Zulassung mit Vorsatz da Hinweisschild im Fahrzeug. 
3617957,['slg8w1'],Tempelhof-Schöneberg,Kfz ohne Kennzeichen (außer Autowrack),26.05.2022 - 16:23:52,In Bearbeitung,PKW ohne Kennzeichen stehen auf dem Gehweg und blockieren das Vorbeikommen für in der Mobilität Eingeschränkte.
3617962,['el0r29'],Tempelhof-Schöneberg,Anhänger (14 Tage),26.05.2022 - 16:51:37,In Bearbeitung,Wohnwagen ohne Zugmaschine
3618015,['mxb1mp'],Tempelhof-Schöneberg,Abfall - Autowrack,27.05.2022 - 09:00:41,In Bearbeitung,"Seit Monaten (ich würde sagen mind. Seit Herbst) steht vor der Kita ein Auto mit serbischem Kennzeichen, welches nie bewegt wurde, aus dem auch noch Betriebsmittel auslaufen.
Bitte um Beseitigung.
"
3618047,['mzsxz5'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,27.05.2022 - 09:56:31,In Bearbeitung,"2 Schrottfahrräder sind an der Laterne, 1 ist seit vielen Monaten befestigt und das andere ist nur angelehnt. Bitte entfernen!
Vor der Hausnummer 19 stehen 2 Kinderschrottfahrräder. Bitte auch entfernen!"
3618019,['s7r28w'],Neukölln,Sperrmüll abgelagert,27.05.2022 - 13:46:22,In Bearbeitung,
3618022,['s7r28w'],Neukölln,Sperrmüll abgelagert,27.05.2022 - 13:46:22,In Bearbeitung,
3618025,['s7r28w'],Neukölln,Sperrmüll abgelagert,27.05.2022 - 13:46:22,In Bearbeitung,zwischen Neuhofer Straße und Lockenhuhnweg - insbesondere ggü. 56
3622544,['9cqwap'],Tempelhof-Schöneberg,Gewerbe/Gaststätten - Beschwerden,27.05.2022 - 18:10:46,In Bearbeitung,Zu viele  Tische u Stühle 
3628775,['l5z41'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Campieren, Zelten",28.05.2022 - 15:12:17,Erledigt,Camping
3623432,['dmmw3l'],Tempelhof-Schöneberg,Sondernutzung - Sonstiges,28.05.2022 - 15:36:08,In Bearbeitung,Dieser Container steht hier seit mindestens 3 Wochen ohne erkennbaren Grund. Bitte prüfen Sie ob die erforderliche Genehmigung für die Straßenland-Sondernutzung vorliegt.
3624206,['4emltt'],Tempelhof-Schöneberg,Motorroller/Kleinkraftrad,29.05.2022 - 19:29:04,In Bearbeitung,Diese Kawasaki steht seit längerem dort unbewegt. 
3626392,['jc598h'],Tempelhof-Schöneberg,Grünanlage/Park - Wildwuchs,30.05.2022 - 07:24:32,In Bearbeitung,"In den Straßen gibt es einen übermäßigen Bewuchs an Mäusegerste. Wenn sie jetzt nicht abgemäht wird, sind die Bürgersteige bald mit Grannen übersät. Gefährlich für Kinder und Hunde. 
"
3626432,"['hs9s01', 'tigxz5']",Tempelhof-Schöneberg,Abfall - Motorrad Wrack an Baustelle,30.05.2022 - 13:04:45,Erledigt,"Abgesperrte , vergessene (?) Baustelle in die ein verunfalltes Motorrad eingearbeitet wurde."
3626610,"['2z4g75', 'i8sni9']",Tempelhof-Schöneberg,Abfall - Müllablagerung,30.05.2022 - 15:45:14,In Bearbeitung,Wildes Campen
3626745,['nksav5'],Tempelhof-Schöneberg,Gehweg ,30.05.2022 - 17:15:36,In Bearbeitung,Es wäre wünschenswert wenn die Bahn ihr Straßenbegleitgrün endlich mal zurück schneidet damit der Gehweg problemlos genutzt werden kann. 
3626225,['9zc741'],Tempelhof-Schöneberg,Abfall - Sonstiges,30.05.2022 - 17:37:37,In Bearbeitung,"Müll aus Vorgang wyaakh ist nicht beseitigt, so wie am 27.5.22 von Ihnen bzw Stadtreinigung gemeldet. Müllberg wird immer größer"
3626013,"['8tcs1t', '8x3mkh', 'ytxmo1']",Marzahn-Hellersdorf,Abfall - Schrottfahrräder,30.05.2022 - 21:13:26,In Bearbeitung,Mehrere Schrottfahrräder
3626995,"['canuv5', 'nizoqp', 'v4756p']",Tempelhof-Schöneberg,Gewerbe/Gaststätten - Beschwerden,30.05.2022 - 21:22:38,In Bearbeitung,"Am 04.05. wurde der Besitzer durch das Ordnungsamt aufgefordert, sich an die zulässige Anzahl der Tische und Stühle zu halten. Nun stellt er im Außenbereich wieder unzulässig 6 Tische und 30 Stühle auf, was zu einer deutlichen Lärmerhöhung für die Anwohner führt.
Hier müssen tiefergehende Maßnahmen ergriffen werden, da der Besitzer sich weder um Auflagen, noch um Koexistenz mit den Anwohnern hält bzw. bemüht. "
3632331,['mopo1t'],Tempelhof-Schöneberg,Abfall - Müllablagerung,01.06.2022 - 09:56:39,In Bearbeitung,Leider werden Diverse Laubsäcke aus Privater Hand siehe Telefon-NR  Bild nicht abgeholt  und es stehen auch unverkäufliche Säcke der BSR da.
3632712,['s8ss8x'],Friedrichshain-Kreuzberg,Gewerbe/Gaststätten - Beschwerden,01.06.2022 - 22:32:46,In Bearbeitung,"
Wieder mal Nachtruhestörung lautes gelache und lärm aus den Biergarten. 

Passiert auch mal etwas von ihrer seite gegen diese alltäglichen Belästigungen?

"
3635502,['9hs3k1'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",03.06.2022 - 06:46:09,In Bearbeitung,Hier fehlt das Anfangsschild für die Parkverbotsstrecke. Lediglich ein Endschild ist gestellt.
3636020,['8r8xdt'],Tempelhof-Schöneberg,"Scooter Marke Piaggio, abgelaufenes Versicherungskennzeichen",03.06.2022 - 10:17:56,In Bearbeitung,"Versicherungskennzeichen blau, 2021.

Barbarossastraße an Ecke Landshuter Str."
3635960,['yhp9mp'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",03.06.2022 - 10:32:05,In Bearbeitung,Warnbarke abgelegt
3642453,['l9d4ox'],Tempelhof-Schöneberg,Gesundheitsschutz/Hygiene - Ungeziefer (z. B. Ratten),03.06.2022 - 16:31:35,In Bearbeitung,Vor dem geschlossenen Kiosk am Metzplatz laufen tagsüber die Ratten. Dort lag auch Körnerfutter - wahrscheinlich für die Tauben
3643222,['31ury9'],Tempelhof-Schöneberg,Abfall - Müllablagerung,04.06.2022 - 08:33:13,In Bearbeitung,"umgestürzte Bäume seit vielen Monaten, vor den Glascontainern sammelt sich regelmäßig Müll und Krempel "
3642936,['bot8u9'],Tempelhof-Schöneberg,Abfall - Autowrack,04.06.2022 - 13:53:35,In Bearbeitung,Angemeldetes Kfz
3643261,['pu8jcx'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,04.06.2022 - 14:15:07,In Bearbeitung,"Was gilt hier?
Kann man ab hier mit Anwohnerparkausweis und Parkschein parken obwohl Mo-Fr Park-und Halteverbot  von 8-16h?
"
3643285,['30nxmp'],Tempelhof-Schöneberg,Sondernutzung - Abfallcontainer,04.06.2022 - 17:53:26,In Bearbeitung,Container und Material steht seit Tagen auf der Straße
3643470,['6gwdtt'],Tempelhof-Schöneberg,Sondernutzung - Schankvorgärten (Tische und Stühle),05.06.2022 - 00:04:01,In Bearbeitung,"Es ist nun Samstag/Sonntag 24 Uhr. Trotz mehrfacher zurückliegender Gespräch mit den Betreibern des ""Café M"" in der Goltzstraße 33, ändert sich nichts: Tische und Stühle stehen weiter in Doppelreihe auf dem Bürgersteig (es sind nur vier Tische in einfacher Reihe zugelassen), der ungebremste Lärm der Gäste stört den Schlaf. Dies ist nicht nur heute so, sondenr regelmäßig an den wärmeren Tagen. Bitte weisen Sie die Café-Betreiber eindringlich auf die Einhaltung der Nachtruhe hin!"
3644159,['yl6zgh'],Tempelhof-Schöneberg,Abfall - Sperrmüll,05.06.2022 - 20:06:33,In Bearbeitung,Kühlschrank 
3644395,['wiwi69'],Tempelhof-Schöneberg,Straßenaufsicht - Mangelnde Straßenreinigung,06.06.2022 - 12:28:43,In Bearbeitung,Zerschlagene Flaschen 
3645741,['udyi9t'],Tempelhof-Schöneberg,"Baustellen - fehlende, mangelnde Absicherung",06.06.2022 - 17:04:40,In Bearbeitung,Seit Wochen ist hier kein Fortschritt mehr erkennbar. Teilweise sind die Barken umgeschmissen worden.
3646516,['tg8vlt'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,06.06.2022 - 20:50:52,In Bearbeitung,"Hallo,
In unserer Straße gibt es nicht genügend Mülleimer. Deshalb benutzen die Leute den Korb unseres Fahrrads als Mülleimer. Natürlich ist das keine Erklärung für das unverantwortliche Verhalten der Leute. Aber wir sind es leid, den Müll anderer Leute zu entsorgen. Könnten Sie bitte mehr Mülleimer in unserer Straße aufstellen?"
3647306,['miu9kx'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,07.06.2022 - 13:16:21,In Bearbeitung,2 Schrotträder 
3647119,['6yuj29'],Tempelhof-Schöneberg,Abfall - Sonstiges,07.06.2022 - 15:59:18,In Bearbeitung,Baumscheibe wurde mit Platten angehoben und stellt mit den scharfen Kanten eine Gefahrenquelle dar
3647105,['2z9d6p'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,07.06.2022 - 19:37:01,In Bearbeitung,Schrottfahrrad an der Laterne Nummer 28 
3647860,['kgjsap'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,07.06.2022 - 19:51:17,In Bearbeitung,"Sehr geehrte Damen und Herren, 

leider muss ich mich erneut an Sie wenden, obwohl ich mittlerweile das Gefühl habe, dass es nichts bewirkt.

Der Mittelparkstreifen-Parkplatz den man mit einer Parkscheibe für 4 Stunden nutzen darf wird als Firmenparkplatz der Firma ""Robben & Wientjes Autovermietung - Mariendorfer Damm 197 in 12107 Berlin"" als aggressiver und eigentümlicher Parkplatz genutzt. 

Meine Nachbarn und ich werden regelmäßig so zugeparkt und bedrängt, dass wir kaum die Möglichkeit haben auszuparken oder bei Ankunft einen Parkplatz zu finden.

Die Bilder die ich anbei hinzugefügt habe, sind von heute. Mehrere Firmenfahrzeuge stehen auf dem Grün, welches eine Ordnungswidrigkeit ist. Des Weiteren befindet sich ein Bild von einem Mitarbeiter der Firma der alle 4 Stunden mit seinem riesigen Schlüsselbund zu allen Fahrzeugen geht, um die Parkscheiben umzustellen. Das ist ebenfalls eine Ordnungswidrigkeit, da das Fahrzeug nach 4 Stunden bewegt werden muss.

Ich finde es schon fraglich, wieso das geduldet wird und erlaubt ist.

Wir erwerben für Zusatzkosten einen Ausnahmegenehmigung/Anwohnerparkausweiß und die Firma darf den Mittelstreifen kostenlos 24/7 als Parkplatz nutzen und auch die Grünflächen beschädigen. 

Ich bitte Sie etwas zu unternehmen. 

Mit besten Grüßen 
"
