item_name-item_category,item_condition,item_postcode,item_status,user_lat_lng,userwhochangeditemstatus_id,item_datetime_posted,item_datetimechangeditemstatus,item_id
miscelaneaous-carpet,good_condition,13057,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf820>],907,2023-02-23,2023-02-23,948
furniture-cabinet,medium_conditionbad_condition,10553,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf880>],280,2023-02-23,2023-02-23,949
miscelaneaous-bicycle,medium_conditionbad_condition,10779,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf550>],934,2023-02-21,2023-02-22,950
appliance-popcorn_maker,good_condition,10439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf940>],543,2023-02-24,2023-02-25,951
appliance-blender,medium_conditionbad_condition,12045,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf9a0>],46,2023-02-20,2023-02-24,952
appliance-blender,medium_conditionbad_condition,13589,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bfa00>],50,2023-02-20,2023-02-22,953
lighting-lighting,medium_conditionbad_condition,13583,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfa60>],817,2023-02-23,2023-02-24,954
appliance-pan,good_condition,12359,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bfa90>],107,2023-02-20,2023-02-20,955
lighting-chandelier,medium_conditionbad_condition,10367,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf520>],77,2023-02-23,2023-02-26,956
furniture-shoe_rack,medium_conditionbad_condition,13587,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bfaf0>],309,2023-02-21,2023-02-25,957
musical_equipment-sound_amplifier,medium_conditionbad_condition,12681,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfc10>],327,2023-02-24,2023-02-25,958
furniture-mirror,good_condition,12161,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be6b0>],690,2023-02-23,2023-02-24,959
appliance-clothes_iron,good_condition,13189,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfcd0>],832,2023-02-21,2023-02-24,960
clothes-man_jacket,medium_conditionbad_condition,12347,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfd30>],871,2023-02-21,2023-02-26,961
appliance-drying_rack,medium_conditionbad_condition,10787,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfd90>],644,2023-02-23,2023-02-24,962
lighting-lighting,good_condition,13057,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bfdf0>],900,2023-02-22,2023-02-26,963
appliance-washing_machine,medium_conditionbad_condition,10827,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfc40>],840,2023-02-21,2023-02-25,964
tech-desktop,good_condition,13127,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfb50>],188,2023-02-20,2023-02-23,965
appliance-drying_rack,medium_conditionbad_condition,14057,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bff10>],18,2023-02-22,2023-02-25,966
furniture-shoe_rack,good_condition,12043,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bfca0>],750,2023-02-24,2023-02-26,967
appliance-blender,good_condition,13629,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bff40>],427,2023-02-22,2023-02-24,968
shoes-woman_shoes,medium_conditionbad_condition,10367,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bffd0>],551,2023-02-24,2023-02-24,969
appliance-heater,medium_conditionbad_condition,12487,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bfeb0>],774,2023-02-23,2023-02-24,970
tech-desktop,good_condition,13359,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be7d0>],263,2023-02-24,2023-02-25,971
miscelaneaous-roller_skates,medium_conditionbad_condition,14169,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bead0>],193,2023-02-20,2023-02-22,972
clothes-man_clothes,medium_conditionbad_condition,10553,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bfe80>],819,2023-02-23,2023-02-25,973
clothes-woman_clothes,medium_conditionbad_condition,13589,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0250>],92,2023-02-22,2023-02-26,974
miscelaneaous-books,good_condition,13409,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee02b0>],873,2023-02-20,2023-02-24,975
appliance-stove,medium_conditionbad_condition,10555,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee00d0>],67,2023-02-22,2023-02-25,976
appliance-extractor_hood,good_condition,12487,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0370>],261,2023-02-26,2023-02-26,977
furniture-mirror,medium_conditionbad_condition,10961,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0280>],734,2023-02-21,2023-02-21,978
miscelaneaous-roller_skates,medium_conditionbad_condition,13627,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0430>],66,2023-02-21,2023-02-25,979
furniture-cabinet,good_condition,13509,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0310>],440,2023-02-23,2023-02-25,980
miscelaneaous-plant,good_condition,12099,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0070>],465,2023-02-20,2023-02-21,981
tech-laptop,medium_conditionbad_condition,13187,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0550>],370,2023-02-22,2023-02-26,982
clothes-woman_jacket,good_condition,14052,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0190>],480,2023-02-22,2023-02-24,983
musical_equipment-battery,good_condition,13469,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0610>],693,2023-02-23,2023-02-24,984
lighting-lighting,medium_conditionbad_condition,12435,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0670>],997,2023-02-21,2023-02-25,985
furniture-bookcase,medium_conditionbad_condition,10969,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee06d0>],958,2023-02-21,2023-02-21,986
appliance-kettle,medium_conditionbad_condition,13629,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0730>],222,2023-02-23,2023-02-25,987
miscelaneaous-roller_skates,medium_conditionbad_condition,14165,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0520>],743,2023-02-21,2023-02-26,988
appliance-heater,good_condition,12305,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee07f0>],128,2023-02-21,2023-02-23,989
clothes-woman_jacket,medium_conditionbad_condition,10589,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0820>],482,2023-02-21,2023-02-23,990
tech-laptop,medium_conditionbad_condition,10437,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee08b0>],253,2023-02-21,2023-02-23,991
appliance-dish_washer,medium_conditionbad_condition,10585,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0910>],521,2023-02-23,2023-02-26,992
appliance-stove,medium_conditionbad_condition,13349,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0970>],830,2023-02-21,2023-02-23,993
miscelaneaous-ironing_board,medium_conditionbad_condition,13355,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0850>],38,2023-02-23,2023-02-26,994
appliance-pan,good_condition,13051,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0a30>],973,2023-02-21,2023-02-21,995
lighting-chandelier,good_condition,13156,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0a90>],861,2023-02-23,2023-02-24,996
appliance-air_conditioner,good_condition,13357,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee04f0>],820,2023-02-21,2023-02-23,997
miscelaneaous-plant,medium_conditionbad_condition,12203,avaliable,[<shapely.geometry.point.Point object at 0x7fb72fee0b50>],310,2023-02-22,2023-02-25,998
appliance-clothes_iron,good_condition,10961,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0bb0>],614,2023-02-20,2023-02-25,999
furniture-mirror,good_condition,12619,not_available,[<shapely.geometry.point.Point object at 0x7fb72fee0c10>],698,2023-02-19,2023-02-22,1000
