item_category,item_condition,item_postcode,item_available_timer,distance,n_views,n_likes,item_available
furniture,poor,10555,67,21842,1440,230,1
clothes,like_new,10587,37,29945,1658,281,1
clothes,like_new,12307,49,29205,1898,56,0
other,poor,12277,27,6199,859,51,0
kitchen_utensils,acceptable,13597,75,452,1038,41,0
kitchen_utensils,good,13053,26,24427,1462,263,1
other,acceptable,13627,38,8620,154,21,0
clothes,like_new,10715,47,30042,1819,90,1
other,like_new,12053,49,20462,1692,50,0
furniture,like_new,10627,26,20715,319,25,1
furniture,like_new,12159,41,28820,1949,331,1
clothes,poor,12459,64,11006,1930,96,1
clothes,acceptable,10587,77,7800,1776,319,0
furniture,acceptable,10365,95,11063,1577,94,0
kitchen_utensils,acceptable,14059,51,13914,556,22,0
other,like_new,10557,61,613,412,24,0
kitchen_utensils,like_new,12349,34,23373,662,0,0
kitchen_utensils,acceptable,12309,52,19632,1649,247,1
kids,good,10243,4,14764,1581,110,1
furniture,good,14167,26,22809,1053,115,0
kids,good,10553,84,23679,1392,83,0
kids,like_new,10715,90,24650,656,98,0
other,good,12526,59,31025,621,37,0
other,good,12619,72,8056,1905,152,0
kitchen_utensils,like_new,12685,45,11832,950,47,1
clothes,acceptable,13589,24,5795,1202,180,0
kitchen_utensils,like_new,12681,61,20360,1282,64,1
furniture,like_new,12107,94,11030,1395,27,1
clothes,acceptable,13088,79,11084,1020,71,0
furniture,like_new,14169,35,28829,1802,90,1
kitchen_utensils,acceptable,12157,80,2347,1379,41,0
other,poor,12621,7,9190,1147,172,0
clothes,good,10589,8,25957,1017,40,0
kitchen_utensils,good,13086,94,1099,129,11,1
kids,like_new,12209,39,11724,765,76,1
other,acceptable,13127,31,930,1111,77,0
other,like_new,14052,10,7509,829,33,1
other,like_new,13437,79,19830,657,65,1
clothes,acceptable,13156,12,13057,1264,75,0
kitchen_utensils,like_new,10623,18,13323,677,81,1
kitchen_utensils,like_new,12209,81,30571,58,0,1
other,acceptable,13055,91,2045,1372,41,0
clothes,poor,10777,59,3227,416,66,0
other,acceptable,12587,35,19305,801,64,0
furniture,acceptable,14199,51,25752,89,5,1
clothes,poor,12559,7,13194,1723,120,0
kitchen_utensils,good,13357,55,27122,809,105,0
clothes,like_new,13353,33,29485,1569,31,1
furniture,acceptable,12169,90,15538,892,124,0
clothes,good,13057,49,17935,1262,214,0
kids,acceptable,14163,80,9680,127,1,0
kids,good,14193,85,23398,875,122,0
clothes,like_new,12621,69,17788,1660,182,0
furniture,good,12621,25,25366,430,51,0
other,acceptable,10437,68,24260,1885,75,0
clothes,good,12101,89,7690,383,38,1
kids,poor,12681,34,25443,1496,59,1
kids,acceptable,10709,2,23520,622,105,1
other,like_new,13051,19,17260,428,47,1
other,good,12435,21,12860,1205,0,0
kitchen_utensils,like_new,14169,80,20313,1562,171,0
other,poor,10365,38,13262,1160,174,0
clothes,acceptable,13505,42,25611,795,15,1
kitchen_utensils,good,13086,64,16254,169,27,1
other,poor,10589,18,9453,93,11,0
kitchen_utensils,poor,10823,31,26826,973,145,1
clothes,acceptable,12103,95,5446,727,43,0
kitchen_utensils,good,10787,66,17838,279,2,1
kids,acceptable,12105,70,15982,47,7,0
kitchen_utensils,like_new,13187,96,25698,989,108,0
clothes,acceptable,12524,64,18345,1843,36,1
furniture,acceptable,10969,78,21580,1327,172,0
kids,poor,13509,16,21610,1775,195,0
clothes,poor,10367,14,29614,1265,113,1
kitchen_utensils,poor,10247,82,2094,1934,38,0
clothes,acceptable,10243,88,25508,1564,109,0
kitchen_utensils,good,10777,77,2865,940,65,0
kids,like_new,10589,3,12415,1567,282,0
furniture,good,12687,75,12564,569,96,1
kids,poor,14193,94,4280,499,74,1
furniture,poor,12489,15,4162,1613,177,1
clothes,like_new,10315,39,18277,894,107,1
clothes,poor,10713,15,15788,1648,313,1
kids,acceptable,10711,7,31505,1099,175,0
other,like_new,12681,31,10867,971,97,1
kitchen_utensils,good,14053,4,25826,1798,17,1
furniture,good,12679,27,11623,304,36,0
clothes,like_new,14059,56,5068,1125,146,0
other,good,12105,62,17378,1054,84,1
kids,acceptable,14053,31,5983,1588,190,0
other,poor,13503,36,11230,1866,317,1
kitchen_utensils,like_new,13347,7,16083,1,0,1
other,good,10623,95,7685,568,102,0
other,good,12557,34,12177,1842,0,0
clothes,poor,12683,21,3338,574,86,1
kitchen_utensils,like_new,12555,3,14786,904,27,1
other,acceptable,13503,40,14071,1603,64,0
kids,good,10629,89,17320,135,0,1
clothes,poor,10963,22,13088,302,0,1
kids,poor,10319,25,15525,1864,0,1
other,like_new,13503,2,15389,536,26,0
furniture,acceptable,13439,42,26109,903,144,1
other,acceptable,10713,20,10011,253,45,0
furniture,acceptable,14199,21,13370,1820,236,1
other,acceptable,12347,72,13002,497,49,1
kids,acceptable,14193,35,12653,857,102,1
other,like_new,12524,16,21724,317,57,0
clothes,poor,10439,75,13389,179,28,1
other,poor,10969,46,16188,1772,301,0
other,good,13593,76,17483,694,48,0
clothes,like_new,14167,75,17321,1753,298,0
furniture,poor,10559,10,6867,473,70,1
furniture,like_new,14050,10,5106,133,15,1
kids,poor,13405,10,29908,834,100,0
kitchen_utensils,like_new,10789,19,28021,1428,0,1
furniture,like_new,12159,96,29226,1607,289,1
clothes,poor,10315,87,802,325,29,1
kids,like_new,13591,29,320,579,63,1
clothes,acceptable,12489,29,1841,15,1,0
other,good,14129,35,915,1617,145,1
other,poor,12437,35,1731,1235,185,1
clothes,acceptable,12687,96,10295,945,122,1
kids,acceptable,14052,36,8180,1374,151,0
kitchen_utensils,poor,10555,83,20193,275,27,1
furniture,like_new,10789,17,20466,313,18,0
kids,like_new,12247,72,586,769,130,1
other,acceptable,12107,72,11568,1489,223,0
kids,poor,12279,79,22332,76,3,1
other,acceptable,12619,92,18436,77,10,0
other,like_new,13599,36,21752,739,51,0
furniture,good,12439,60,10467,1349,175,1
kitchen_utensils,good,12359,35,9363,1568,266,0
kitchen_utensils,poor,13189,7,19406,432,17,0
other,good,13583,75,29289,661,85,0
furniture,like_new,13581,50,5867,793,7,0
kids,good,10711,29,14710,1327,132,0
other,like_new,14167,53,30231,35,1,0
kitchen_utensils,poor,12621,95,19037,789,126,1
kitchen_utensils,poor,12681,51,26524,12,1,1
furniture,poor,13467,20,29802,1720,17,0
kitchen_utensils,like_new,13351,98,31777,614,79,1
furniture,good,14089,75,26188,1171,117,0
furniture,poor,10623,98,14262,241,2,1
furniture,like_new,13407,32,3678,24,0,1
furniture,poor,12355,0,23349,1999,299,1
furniture,poor,12099,16,20244,1033,154,0
furniture,poor,10625,35,20497,922,138,1
other,poor,14129,61,27363,633,113,0
other,acceptable,13585,8,30869,1857,111,0
kids,poor,13053,74,7781,1788,35,1
other,good,12347,36,13363,54,9,0
kitchen_utensils,like_new,13595,11,67,303,12,1
clothes,like_new,13583,77,8653,101,14,0
other,poor,13156,62,131,1236,210,1
kitchen_utensils,good,12279,22,3925,286,2,0
kitchen_utensils,poor,12683,67,6482,367,11,0
furniture,good,10999,42,12216,775,100,0
kids,acceptable,14197,22,5486,859,77,1
other,good,12351,34,13951,318,57,1
kitchen_utensils,like_new,12555,22,3463,1203,108,1
kitchen_utensils,good,10629,71,15082,313,0,1
clothes,good,13505,6,11206,385,61,0
furniture,acceptable,12209,9,204,11,1,1
kitchen_utensils,poor,10249,88,3667,490,4,0
clothes,good,12307,54,5177,467,42,0
kitchen_utensils,good,10369,61,16028,1123,78,1
kitchen_utensils,like_new,10713,8,6479,903,108,0
kitchen_utensils,acceptable,10707,66,31209,1610,16,0
furniture,good,12163,9,7513,659,26,1
kitchen_utensils,acceptable,10623,62,3146,1471,117,1
clothes,poor,14050,85,14411,198,31,0
furniture,like_new,10435,62,10998,1001,100,0
other,poor,13403,55,30614,412,12,1
kids,poor,13349,11,14236,204,30,0
other,acceptable,10709,14,17078,143,10,1
kitchen_utensils,poor,12207,12,8095,29,0,1
furniture,acceptable,13357,25,11830,104,16,0
kids,acceptable,10999,39,27641,239,9,1
kids,like_new,12279,47,23259,221,15,0
kitchen_utensils,good,10719,5,9362,1018,10,0
kitchen_utensils,poor,12207,6,30700,693,90,0
clothes,poor,12209,33,16386,1397,195,1
other,like_new,12353,54,21529,968,183,1
kitchen_utensils,poor,13347,95,15851,542,97,0
kitchen_utensils,like_new,13503,82,16519,119,13,0
other,acceptable,10627,49,8990,1649,197,0
other,like_new,14055,81,19374,1155,150,0
kitchen_utensils,like_new,10178,7,5489,545,10,0
other,poor,14195,5,11283,215,34,1
clothes,acceptable,12487,13,26352,1694,152,0
clothes,acceptable,10243,28,31581,1785,142,1
kids,acceptable,10365,96,11172,540,102,0
kitchen_utensils,good,13088,39,30219,1232,73,0
kids,poor,10715,8,27692,499,59,0
clothes,like_new,10367,12,23837,773,0,1
other,acceptable,10559,10,25201,1185,11,0
kitchen_utensils,acceptable,10779,33,350,1930,328,1
kids,good,10407,43,2736,582,52,0
furniture,poor,12437,40,34,173,19,0
other,poor,12207,71,5485,1145,80,1
kids,acceptable,12051,65,27585,519,0,0
clothes,poor,13591,43,9377,1801,36,1
kitchen_utensils,like_new,14057,86,25758,883,35,1
kids,acceptable,14053,18,29326,1135,90,0
kitchen_utensils,acceptable,14169,88,23927,723,21,1
other,acceptable,13089,47,4650,1112,200,1
kitchen_utensils,poor,13055,42,18076,348,31,1
kitchen_utensils,poor,13435,96,1119,1311,39,0
kitchen_utensils,like_new,10365,31,14799,502,65,0
clothes,good,13591,59,5981,1967,39,1
kitchen_utensils,good,13599,98,2395,1976,316,1
kitchen_utensils,poor,10437,43,17967,741,22,1
furniture,poor,10629,74,22986,1782,196,0
other,like_new,14165,62,10148,648,25,1
other,good,13059,49,12617,52,2,1
furniture,good,13156,21,9066,1231,172,0
kids,good,10437,87,26989,1952,234,1
kitchen_utensils,good,14089,86,13837,1468,220,0
clothes,like_new,12049,22,16028,1313,39,1
furniture,good,10717,53,25761,1813,108,0
clothes,good,10553,55,3518,1865,55,0
clothes,poor,12524,10,10453,261,10,0
clothes,good,13465,6,29088,1183,106,1
other,poor,13585,94,26218,771,53,1
other,like_new,12105,83,27571,80,6,0
clothes,good,14057,85,9015,1980,356,1
furniture,like_new,13465,15,7983,1983,178,0
kitchen_utensils,poor,10557,91,1670,1823,109,0
kids,poor,12165,58,14433,1735,312,1
kitchen_utensils,like_new,12439,84,27004,1953,117,1
clothes,good,12059,54,26916,571,34,1
furniture,acceptable,14193,35,16180,448,17,0
clothes,good,13187,3,620,881,17,0
clothes,acceptable,12629,40,9029,1475,73,0
kids,like_new,10963,31,24386,1828,255,1
kitchen_utensils,like_new,10557,16,30049,1962,78,0
other,poor,10437,96,26921,1214,60,0
furniture,acceptable,13629,6,9823,1579,63,1
other,like_new,12305,6,21394,1671,267,1
other,like_new,13347,31,25285,672,53,0
clothes,good,10829,40,9924,947,151,0
clothes,poor,12163,28,23607,221,13,0
furniture,poor,13627,61,17688,755,60,1
kids,like_new,13407,72,14471,335,63,0
furniture,good,13357,60,27410,608,79,0
kitchen_utensils,poor,13465,74,27660,759,60,0
furniture,like_new,12057,34,12803,1399,55,1
furniture,good,12527,12,9659,60,6,1
kitchen_utensils,acceptable,12047,95,8816,1629,130,0
other,poor,13353,7,14750,314,3,1
other,acceptable,12681,86,31972,148,2,1
clothes,acceptable,12351,23,2393,664,59,0
clothes,acceptable,10365,77,21123,484,29,1
kids,acceptable,10961,59,16404,1570,219,0
furniture,like_new,12347,78,446,975,117,0
kids,good,10555,87,19904,393,23,1
clothes,poor,12353,20,8673,147,14,0
clothes,like_new,12051,18,12889,707,56,1
kitchen_utensils,acceptable,12103,72,30587,1800,126,0
kitchen_utensils,poor,12043,47,12047,791,118,1
furniture,like_new,10719,12,2346,1990,338,1
other,good,13435,2,25441,1269,76,0
kitchen_utensils,good,13349,95,23382,277,16,0
kids,poor,13159,95,18339,1351,40,0
furniture,good,13409,53,26070,737,132,0
furniture,like_new,10585,67,2739,492,29,0
furniture,acceptable,12169,35,5361,1293,219,0
kitchen_utensils,good,10625,48,31583,1066,138,0
kids,like_new,14165,40,31016,762,121,0
kids,like_new,14050,45,21139,1421,28,0
furniture,good,13353,72,27653,459,87,0
kids,like_new,14129,81,29284,131,0,1
kitchen_utensils,poor,13585,5,21242,1813,181,0
furniture,acceptable,14059,65,21196,934,74,0
furniture,poor,13357,31,21440,811,48,0
kids,good,10178,3,25249,836,58,0
kitchen_utensils,acceptable,12437,14,15834,465,9,0
clothes,like_new,13437,77,15302,318,34,1
kids,acceptable,10715,52,19460,54,9,1
furniture,acceptable,10965,98,12975,1136,147,1
kids,like_new,10827,85,1644,1461,29,0
kids,poor,10997,53,26256,220,0,0
other,poor,13591,11,28985,285,0,0
clothes,poor,14195,64,2334,1664,282,1
kids,poor,10825,91,25113,1209,157,0
clothes,like_new,14199,84,29572,1877,356,0
other,like_new,10709,25,16225,1892,302,1
clothes,good,13051,97,9374,296,50,0
kids,like_new,12167,68,5028,868,60,1
clothes,like_new,12627,4,3450,1058,105,0
other,acceptable,13089,31,4241,1040,114,0
clothes,good,13583,69,11404,1,0,1
furniture,good,12057,84,12520,972,0,0
furniture,poor,10247,69,27557,1984,158,0
other,like_new,13589,20,24437,1000,20,0
kids,poor,12557,57,10799,607,60,1
kids,like_new,12524,68,30519,1641,311,0
other,good,14050,34,18185,1070,53,1
furniture,good,13503,97,8839,412,41,1
furniture,like_new,12623,79,22905,1991,219,1
furniture,acceptable,10787,71,523,1842,18,1
kitchen_utensils,good,10783,42,867,588,105,0
other,good,12587,0,27852,1949,136,0
kitchen_utensils,poor,10589,41,3887,1653,115,1
furniture,like_new,12277,36,7873,1832,274,0
other,good,13409,15,21190,704,77,0
furniture,like_new,12107,70,879,1275,191,1
kids,like_new,12161,64,3952,1643,279,0
kitchen_utensils,poor,13158,97,22751,1837,275,1
other,like_new,10711,38,24122,309,55,1
other,poor,10777,80,699,503,30,0
kids,acceptable,13353,85,14741,599,23,0
furniture,good,14197,44,47,453,67,0
furniture,poor,13187,21,15662,8,0,0
furniture,poor,12169,91,6560,543,16,1
clothes,poor,13593,11,16812,1405,0,0
kids,poor,13439,12,7726,465,41,1
clothes,good,13439,54,1421,1811,307,0
furniture,good,10629,32,3043,397,3,1
kids,good,12277,10,2806,1889,358,1
clothes,like_new,10713,49,29976,1348,80,1
kitchen_utensils,good,12057,79,13111,234,2,1
furniture,poor,13359,43,172,587,17,0
other,acceptable,12157,41,15733,1265,177,0
kitchen_utensils,like_new,13439,33,16483,1987,317,0
kitchen_utensils,poor,13439,29,6144,604,66,1
kitchen_utensils,poor,10961,76,27952,365,51,1
furniture,poor,10405,56,12126,541,81,0
other,like_new,10629,61,14534,1950,195,1
other,good,13405,34,4089,1200,120,1
kids,acceptable,12045,45,23905,208,22,1
clothes,good,12163,42,19788,384,53,1
other,good,10999,89,10738,1081,194,1
furniture,poor,14050,83,11351,631,100,0
other,like_new,12047,89,15979,1980,257,0
kitchen_utensils,like_new,14057,63,13018,1613,193,0
other,good,10967,21,21160,834,33,1
other,like_new,13629,94,14344,1524,228,0
other,poor,13057,92,3006,359,53,0
kitchen_utensils,good,12347,45,2375,1253,37,1
kitchen_utensils,poor,10249,31,5656,1374,137,0
furniture,like_new,12526,52,11309,98,1,1
furniture,like_new,13347,63,21542,1468,161,1
clothes,acceptable,14193,91,25799,1899,75,0
clothes,poor,10317,1,17003,501,20,0
kids,acceptable,10247,98,19508,34,4,0
clothes,like_new,13129,28,12447,1872,18,0
kitchen_utensils,acceptable,12527,1,138,1530,122,0
other,acceptable,13158,82,20039,536,26,1
furniture,like_new,12355,94,26843,660,66,1
other,like_new,13403,24,10095,266,50,1
kids,like_new,12207,87,15653,1162,81,0
furniture,like_new,13437,42,19310,727,58,1
clothes,poor,12681,87,15790,962,125,1
furniture,like_new,12279,57,14362,1004,20,0
furniture,good,12167,56,10423,168,15,1
clothes,like_new,12489,26,1,1005,190,1
clothes,like_new,12587,41,10648,1486,14,0
kitchen_utensils,acceptable,10997,95,28477,583,64,1
kids,poor,13581,10,24250,1722,86,1
furniture,acceptable,12357,63,6567,1513,166,0
other,like_new,14169,80,14806,559,16,1
kids,acceptable,10707,85,3493,420,37,1
other,like_new,13469,40,15183,1667,283,0
kitchen_utensils,acceptable,12349,62,2228,1204,72,1
furniture,good,13057,59,7460,1229,86,1
kitchen_utensils,poor,10365,93,21607,855,145,0
other,good,10437,36,12246,1557,186,0
clothes,poor,10589,0,28752,692,62,1
kids,poor,12051,4,31966,1105,33,1
kitchen_utensils,good,14089,57,6622,738,81,0
kids,poor,12587,59,19387,618,61,0
kids,poor,12619,15,3966,237,40,1
other,acceptable,10369,22,19207,1437,158,1
kitchen_utensils,like_new,12059,68,26105,1474,176,1
furniture,like_new,13595,80,21460,1677,0,0
kitchen_utensils,like_new,13581,64,173,769,130,0
furniture,like_new,13159,39,10702,1098,21,1
kids,acceptable,12049,77,17240,1889,264,1
kitchen_utensils,poor,13435,60,5071,776,93,1
furniture,like_new,13599,10,26620,194,36,0
kitchen_utensils,acceptable,12209,17,7000,1590,238,1
other,poor,13509,40,3517,418,58,1
kitchen_utensils,poor,12205,45,8072,1807,72,0
furniture,like_new,12059,25,19419,1036,113,1
kitchen_utensils,good,10247,92,13830,1021,61,0
clothes,like_new,12167,71,12854,1618,161,0
kitchen_utensils,poor,13351,87,6620,1224,232,1
kitchen_utensils,good,12099,73,26170,210,2,0
clothes,acceptable,12347,68,16073,1764,282,1
kitchen_utensils,good,13467,88,25840,1865,18,0
furniture,like_new,12309,2,30211,1446,245,0
clothes,acceptable,12053,73,25250,542,5,0
kitchen_utensils,good,12309,52,27814,923,101,0
kitchen_utensils,acceptable,10179,34,13740,1445,274,0
other,like_new,13086,87,27555,684,0,0
kids,like_new,10407,53,14116,907,45,1
kids,acceptable,10783,5,13551,1080,183,1
other,poor,10245,29,17911,1378,234,1
other,poor,10439,18,5280,1189,225,1
clothes,like_new,13158,13,8798,1668,266,0
clothes,like_new,14089,12,9873,1894,321,0
other,good,14109,80,15618,1044,135,0
kitchen_utensils,poor,10625,97,4450,783,101,1
clothes,good,14109,48,23686,467,79,1
kitchen_utensils,like_new,12487,72,23081,1372,41,0
kids,like_new,12687,78,6410,364,0,0
clothes,like_new,12555,93,29947,1325,0,0
clothes,good,13086,49,1958,1677,201,1
kitchen_utensils,good,10829,51,7064,1080,172,1
other,poor,10707,15,2898,855,0,0
clothes,good,10245,24,9105,1446,115,1
other,like_new,12487,77,19757,755,60,1
other,acceptable,14050,76,9818,1527,213,0
kitchen_utensils,like_new,12557,31,23096,1436,143,1
kitchen_utensils,poor,10249,94,29920,2000,200,1
kitchen_utensils,poor,13347,76,380,556,5,1
kids,good,12101,31,9653,1232,197,0
kids,like_new,12099,50,17206,73,5,1
clothes,good,13599,65,9932,1913,267,0
other,like_new,10707,78,1151,801,72,0
furniture,acceptable,10557,72,30179,1470,0,1
furniture,poor,13593,14,7569,1597,79,1
other,like_new,12099,69,21634,1334,133,1
kids,like_new,10585,75,19419,1517,273,1
furniture,acceptable,12161,56,11264,1048,83,1
other,like_new,13467,53,7862,1107,55,1
kitchen_utensils,acceptable,12203,13,14894,524,62,1
clothes,good,10713,28,29530,223,11,0
furniture,acceptable,12103,14,11250,680,122,1
kitchen_utensils,like_new,13465,69,10448,1492,193,0
furniture,like_new,12309,0,4189,1781,195,1
kids,like_new,12439,12,18992,1664,66,0
clothes,like_new,14057,52,14573,320,44,1
kids,poor,12459,54,14569,107,11,1
clothes,like_new,10969,62,22419,686,75,1
furniture,like_new,14109,72,20927,1999,139,1
kitchen_utensils,poor,12103,78,3154,972,29,1
kitchen_utensils,like_new,13351,79,17351,434,47,1
kids,good,13587,22,27976,981,147,0
clothes,poor,12589,53,23748,10,0,1
kitchen_utensils,good,10249,7,4638,305,27,1
furniture,poor,12209,88,29109,1467,44,1
other,good,12055,54,19721,485,58,0
kids,like_new,12107,72,27382,1706,85,1
other,like_new,13347,18,23425,803,48,1
other,like_new,12059,27,28307,242,26,1
kitchen_utensils,poor,13581,31,11419,1382,27,1
clothes,acceptable,12059,77,19293,990,59,1
clothes,poor,13507,3,22025,1918,191,1
kitchen_utensils,good,12057,25,2585,1215,48,1
clothes,good,12167,91,10643,803,56,0
kids,like_new,13405,96,1774,137,6,0
furniture,acceptable,12619,21,31518,1942,155,1
other,acceptable,12109,91,21024,1741,226,0
kitchen_utensils,like_new,12559,75,7475,1116,44,1
furniture,good,12347,19,3266,940,56,1
kids,good,10245,36,25402,1672,133,0
kitchen_utensils,good,12357,22,3393,1708,119,1
furniture,like_new,10963,39,23385,1689,202,0
kitchen_utensils,acceptable,13591,35,3718,1081,183,1
other,like_new,13057,69,3228,579,40,0
kids,like_new,13597,21,24281,1653,181,1
furniture,like_new,10559,85,28094,367,29,1
furniture,like_new,13405,55,14077,1691,0,0
furniture,poor,10625,53,15851,1542,277,0
kitchen_utensils,like_new,12209,22,16880,750,105,1
kitchen_utensils,good,10437,70,15038,1848,277,0
clothes,acceptable,14055,10,5987,1272,0,0
kids,like_new,13583,73,7872,325,6,0
other,good,10319,13,19832,856,119,0
