item_category,item_condition,distance,item_available_timer,n_views,n_likes,item_available
2,3,12721,26,419,79,0
5,4,28953,91,430,38,1
4,3,10172,1,474,90,0
3,3,10573,95,1586,174,1
2,2,17508,58,249,12,1
1,2,16907,43,1962,39,1
4,4,17934,56,279,8,1
5,1,578,80,529,26,0
3,1,31864,19,1354,67,1
3,1,11365,49,1917,210,1
2,2,30168,81,1160,197,0
5,3,25483,65,245,22,1
2,4,22016,40,51,4,0
1,2,13009,84,398,23,1
3,1,30796,12,1472,250,1
2,3,2005,54,1561,296,0
3,4,13242,14,854,153,1
5,1,24060,92,438,17,1
1,1,24393,46,459,50,1
5,1,5839,45,357,28,1
1,4,20875,4,126,15,0
1,2,25190,63,678,47,1
2,4,12318,22,922,156,1
2,2,31690,17,1762,334,1
4,1,3184,45,1548,201,0
2,2,16100,55,343,27,1
2,3,10795,52,139,5,1
5,2,12672,53,403,4,1
2,1,19359,50,914,9,1
4,3,14481,53,1702,238,0
4,2,15855,3,1915,57,1
1,4,13687,78,1411,0,1
5,2,27756,23,1139,125,1
2,1,17791,78,1900,0,0
2,4,22436,72,1787,71,1
5,1,15634,46,1239,12,0
4,2,20323,81,182,5,0
2,3,31237,63,256,40,0
3,3,9867,3,674,74,1
4,4,7298,13,1902,247,0
5,1,21682,97,1943,155,0
2,4,9361,20,1773,159,1
2,4,3668,14,57,3,0
5,4,22177,4,819,32,0
3,1,29840,3,988,9,1
3,1,184,45,165,11,0
3,1,31318,71,694,69,1
4,3,15634,24,1637,294,0
5,1,1279,0,232,6,0
3,1,13260,31,1233,86,0
2,4,8794,71,337,53,1
4,3,17919,20,1105,99,0
2,3,1546,56,561,28,1
3,2,3627,27,791,134,0
3,4,27344,92,846,160,0
1,3,27201,21,444,66,0
2,2,25927,71,1221,73,1
1,3,15493,38,406,24,1
4,3,2753,49,1355,40,1
5,4,26146,20,370,37,0
4,3,610,8,731,51,0
3,4,21266,80,1960,58,1
4,2,20187,94,69,5,1
4,1,29436,66,446,53,0
1,3,26097,61,1077,75,1
2,1,29086,65,1363,177,0
1,2,31681,96,277,47,1
3,2,8497,12,1565,140,0
3,2,10806,73,580,98,1
2,2,28586,18,1151,46,0
2,1,20971,88,1203,132,0
3,3,30749,91,741,37,0
3,1,9405,63,819,106,0
5,3,22811,9,1048,157,1
2,2,20860,12,259,15,1
2,4,31726,53,1648,131,1
4,2,16426,14,1315,0,1
4,2,6845,1,1272,216,1
4,2,13425,65,1219,158,0
2,3,19287,39,740,111,0
5,3,551,38,1755,70,1
4,1,7594,36,499,34,1
1,4,30425,34,209,31,1
2,1,2532,65,1654,231,0
4,2,1960,51,1257,150,1
4,3,16828,56,316,34,0
3,3,5905,21,915,82,0
2,1,2791,17,539,75,1
5,3,22714,54,1589,238,0
3,2,3990,92,1383,262,0
2,3,31662,66,226,42,0
3,4,10949,8,1962,39,0
5,3,10122,27,790,23,1
5,1,31077,49,834,141,1
3,3,17971,36,894,8,1
1,3,24348,51,304,57,1
5,1,31750,16,527,63,0
4,1,5259,70,313,12,0
4,4,81,18,1249,24,1
2,1,4016,61,519,25,0
1,4,11475,54,1250,150,1
2,4,16535,82,1087,86,0
1,2,17556,33,547,49,1
3,1,27862,3,742,89,1
3,4,1202,83,1571,78,1
2,1,3097,35,1622,16,0
1,3,13772,76,35,4,1
3,1,8765,57,89,10,0
1,3,10819,4,1880,37,1
4,4,15206,70,340,13,1
4,3,13628,49,358,14,0
2,1,5138,31,584,46,0
3,4,14169,24,247,22,0
5,4,3757,38,677,67,1
5,4,21632,21,1964,58,0
4,1,31149,57,1052,126,1
2,2,5069,70,1003,180,0
5,4,15824,56,62,2,1
5,2,24858,98,1937,58,0
2,1,1196,18,1560,62,1
3,3,29308,88,128,1,0
4,2,29602,18,1338,26,0
4,2,11073,51,1700,0,1
3,2,31157,92,599,89,1
2,2,5759,1,1985,0,1
4,4,6700,71,712,135,1
1,1,9855,6,365,18,1
4,4,22319,1,174,29,0
3,2,15238,20,1688,168,0
3,3,9969,94,1040,156,1
5,3,27325,90,1448,86,0
1,4,3351,11,490,93,0
1,3,2626,26,1827,237,0
3,4,4587,99,694,117,1
2,1,5293,25,106,15,0
2,2,7897,96,1948,19,1
4,4,23277,14,1392,111,0
5,3,29014,32,860,25,0
1,3,21018,67,1652,115,0
3,4,6546,64,1653,314,0
2,3,13964,9,381,64,1
4,4,7801,95,1421,198,1
1,1,23898,73,169,20,0
1,2,30310,61,1717,154,1
3,1,28650,29,402,16,1
4,1,25437,83,1396,153,0
1,4,26378,69,1056,10,0
5,3,22782,12,138,2,1
1,2,28185,58,1574,0,1
4,4,8948,18,940,75,0
5,4,29832,30,1571,125,1
4,3,14972,83,493,19,1
3,2,21192,93,100,5,0
5,1,17827,63,1930,173,1
1,1,18948,90,1531,153,1
5,3,7499,63,1374,261,1
5,1,12423,46,866,69,1
3,4,3500,12,1184,47,1
4,2,6109,64,1787,107,1
2,1,21337,52,789,23,0
3,3,23640,52,1394,264,0
1,4,2788,58,1883,112,1
5,4,6482,4,1940,310,0
1,3,2184,71,169,13,1
3,1,26175,62,197,37,0
1,1,12580,82,188,7,0
1,4,23045,48,1383,69,1
5,1,7124,97,1936,154,1
3,4,19526,2,1596,0,0
5,2,2421,60,1989,59,0
5,4,24133,22,1358,81,1
3,3,15013,50,700,0,1
1,3,24673,64,620,62,0
2,1,20131,95,590,76,1
3,3,280,28,1287,115,1
2,2,14858,89,63,8,0
4,3,7963,61,1421,14,1
3,4,31583,66,1474,117,1
3,2,10579,16,577,109,1
1,3,20956,39,1302,117,1
3,2,13079,79,1971,157,1
1,1,31697,67,1959,293,1
5,1,7602,12,1555,108,1
2,4,4790,30,1947,253,0
4,3,3867,88,637,38,0
1,2,2187,32,1398,69,0
4,2,19559,8,542,21,1
1,1,23719,4,683,13,0
5,1,13063,90,783,117,0
1,1,22816,20,498,24,1
4,3,25797,26,1183,106,0
5,3,3315,1,1038,155,0
2,3,11642,92,86,0,0
3,1,6030,2,1295,90,0
1,4,26209,8,979,19,0
5,2,1122,34,1660,282,1
1,2,9484,82,356,21,0
2,2,31178,50,354,53,0
2,3,24753,41,923,55,1
1,4,5556,21,1996,19,0
5,1,26307,34,22,2,1
2,3,20618,71,9,0,0
2,4,14310,49,1564,0,1
5,1,26541,8,105,6,0
4,4,13228,92,1500,105,1
2,1,9787,66,817,147,0
5,3,1123,60,653,13,1
5,1,3396,54,1849,221,0
2,4,6966,87,649,45,0
1,3,24441,88,822,16,0
1,2,27667,54,625,81,0
2,4,29992,35,1032,185,0
1,3,19669,24,1991,99,1
5,4,9172,65,292,5,0
1,4,2743,71,427,59,0
3,3,23036,92,194,36,1
3,3,11528,69,814,48,0
2,1,12845,21,1619,210,1
3,1,11594,54,779,31,0
1,1,19392,49,560,39,1
1,1,16911,31,1776,35,0
1,3,19986,29,1738,86,0
1,4,12694,65,272,46,1
1,1,17477,69,517,20,1
3,3,21578,17,878,114,1
3,4,28066,77,1557,186,0
2,1,6890,13,790,110,0
2,1,14884,92,318,34,1
1,3,23632,80,710,14,0
3,4,998,35,1951,39,0
4,2,11405,24,59,2,1
1,2,21392,81,838,41,0
3,3,7426,19,1816,127,1
5,3,5030,61,36,1,0
1,3,16663,57,619,37,1
3,4,24882,51,48,9,1
2,3,5201,64,1517,212,1
3,1,15073,55,257,35,1
2,4,19173,84,1926,115,0
4,3,13132,24,775,108,1
2,2,19745,80,189,7,0
3,3,16909,95,365,18,0
1,2,10572,52,531,100,0
4,1,14794,27,1757,17,1
4,4,15361,30,1212,72,1
2,2,10491,57,555,55,1
3,3,6174,68,1619,129,1
4,2,14031,31,299,50,0
5,3,15955,87,109,3,0
2,1,25563,19,808,121,0
1,2,55,54,543,92,0
2,2,31221,90,117,10,0
5,3,13762,52,1421,269,0
1,4,7437,85,180,3,0
1,1,21164,61,108,16,0
1,2,14395,14,1505,0,0
5,4,123,93,26,0,0
5,4,19991,15,423,42,1
2,3,30137,46,1543,92,0
4,2,10008,20,1284,12,0
4,4,16102,15,1616,290,0
1,3,4242,89,84,2,0
4,2,13999,41,1193,35,0
3,2,491,79,15,0,1
2,2,5285,68,1200,192,0
4,4,12190,11,16,0,0
5,3,11065,60,1144,160,0
2,3,27009,47,1197,95,1
2,1,9989,42,1184,47,1
2,2,27644,57,1761,246,1
3,1,27813,34,943,141,1
1,3,4863,93,819,32,0
1,4,27283,91,1695,169,1
3,2,18633,24,1749,34,0
1,1,22702,80,1122,0,0
4,2,7906,20,1783,124,1
4,2,22275,17,1413,226,0
4,2,19808,16,1097,186,0
4,3,25730,10,1171,199,0
3,2,15656,20,1897,37,1
5,1,13969,67,532,90,0
5,3,455,52,964,0,0
2,2,8332,67,361,61,0
1,3,25314,54,1874,224,1
5,1,10613,34,787,47,0
1,2,17934,62,1819,54,0
2,4,14365,96,1087,195,0
2,2,17692,49,1146,80,1
3,2,30206,82,1944,330,1
3,3,10354,49,242,43,1
1,3,28905,41,1766,282,0
5,3,13845,90,406,56,1
2,4,28124,74,1559,15,1
5,2,25446,6,1084,119,1
2,2,3443,69,1661,182,1
4,2,25521,84,1834,348,1
2,4,26644,13,499,0,0
3,1,16044,89,59,0,1
2,1,15155,97,168,23,0
2,4,14362,57,23,3,0
2,3,21894,69,1652,313,0
2,2,24098,47,56,2,0
2,3,5829,40,414,66,1
2,4,24823,54,238,35,1
3,2,28889,13,803,112,0
2,1,25418,77,1696,101,0
1,2,14049,17,354,17,1
1,2,24311,13,1837,146,0
2,1,7365,60,1446,245,1
3,2,9863,80,1334,253,1
1,1,29686,81,719,14,1
1,1,16803,84,1380,96,0
5,3,82,72,1454,130,1
4,4,8179,63,1463,190,0
5,4,23493,67,915,0,0
5,3,12463,29,1123,179,1
2,3,26157,6,632,94,1
3,3,15640,4,1999,139,0
5,4,25563,0,759,129,1
2,3,20344,48,1578,299,1
3,2,27036,50,1944,213,0
3,4,12256,74,1583,205,1
5,2,21416,6,1818,18,1
1,1,22417,1,1693,287,0
2,4,9980,25,602,84,0
1,3,10341,98,1527,137,0
3,3,30680,27,614,55,0
2,1,30586,25,917,165,0
2,3,15422,25,876,0,0
1,1,2536,26,1994,99,1
1,2,22537,95,491,29,1
1,1,14741,4,629,12,1
1,3,18063,74,1854,37,0
4,2,12328,36,649,77,0
5,4,5055,70,1443,173,1
1,1,11023,49,107,4,1
3,3,1242,66,1513,45,0
5,4,22583,33,918,9,0
1,4,6352,13,1554,217,0
2,1,20351,12,650,123,1
2,2,25628,59,1114,133,0
4,2,2439,41,1134,11,0
3,3,2898,76,1251,175,0
5,4,18449,2,1677,201,0
1,4,18721,84,509,55,0
4,2,19586,52,1317,79,1
1,3,11744,5,1102,77,0
3,3,31493,76,1799,179,1
3,3,17683,49,1099,21,1
3,4,3016,14,1795,197,1
4,1,51,23,347,20,0
5,1,1997,91,526,84,1
2,2,7635,85,700,119,1
4,1,3601,35,1030,164,0
4,2,8044,3,216,32,1
1,2,3527,85,1021,81,0
2,4,15142,20,366,3,0
4,3,11062,12,340,40,0
4,1,15163,42,1253,225,1
5,4,9425,47,1523,15,1
3,2,29929,73,1665,233,0
5,1,13346,43,1845,332,0
2,1,11509,25,64,12,1
3,2,10704,74,34,3,0
5,1,12556,57,801,144,1
1,2,6391,74,1238,173,1
1,4,2174,28,617,30,0
4,1,28450,86,1178,153,1
3,2,26076,20,654,39,0
4,2,31335,4,1164,197,0
3,4,31991,72,1110,122,1
2,3,25011,66,1827,328,0
5,3,818,64,1854,111,0
3,2,20339,13,701,70,0
3,4,31201,51,615,104,1
5,3,17460,19,1044,167,0
1,2,15182,75,7,1,1
5,2,23944,9,654,52,0
3,3,22842,40,58,6,1
4,2,398,3,33,4,0
1,3,20624,4,102,16,1
3,3,4952,47,304,51,1
1,2,31031,87,1825,273,1
3,3,6462,14,894,143,1
4,1,28943,34,890,169,1
5,2,2483,46,1467,249,1
4,4,12495,10,1177,70,1
3,4,10434,45,369,66,1
4,1,24564,2,570,51,1
3,4,28795,32,1586,253,0
5,1,28945,72,648,32,0
4,2,8656,8,168,6,1
2,2,5868,16,1023,194,1
2,3,605,29,681,61,0
2,1,27213,75,302,9,1
5,1,18883,68,792,15,1
2,1,8192,76,1554,186,1
2,4,14537,81,581,75,1
5,4,22644,11,921,138,1
1,3,21164,20,503,5,1
2,2,12395,9,1987,298,1
1,2,25039,85,1313,52,1
4,4,9886,14,1518,166,0
3,1,16706,40,566,33,0
2,3,19190,50,45,8,0
2,2,1881,24,1077,0,1
4,2,24485,24,377,30,1
5,2,21143,6,994,19,1
5,1,2214,40,791,39,1
4,1,1083,28,89,14,1
4,4,11000,5,836,75,1
5,4,257,95,1903,114,0
4,3,16050,7,341,0,0
3,2,2167,49,940,103,0
1,2,12082,18,1903,190,1
1,2,17636,31,507,15,1
4,2,9409,3,1952,351,0
2,4,24852,73,89,7,1
1,3,3742,46,346,51,1
1,4,22445,42,1321,105,0
1,4,15918,51,165,29,0
5,4,31759,73,841,67,0
2,1,26148,98,1996,199,0
3,3,19009,88,1703,153,0
3,2,18339,70,949,170,1
4,1,8130,0,1636,98,0
5,4,1221,43,346,27,0
3,4,27842,25,867,121,0
3,1,21386,21,1396,167,0
1,3,16809,85,1414,56,0
3,4,6318,84,1720,68,1
5,4,10444,85,353,3,1
2,2,25907,29,1181,82,1
3,4,5661,67,640,19,0
2,1,27128,31,699,34,0
1,1,7451,29,1641,311,0
2,4,24874,39,1834,256,0
4,2,25377,38,1875,262,1
1,1,23070,91,107,8,0
2,4,13501,60,1846,350,0
3,3,6359,81,1463,248,0
5,4,29280,92,142,4,0
1,3,17436,49,1233,49,1
5,3,3322,99,1901,247,1
3,2,25975,40,1142,216,0
4,2,6641,21,313,18,0
1,2,19374,53,1820,218,1
4,4,10509,64,1590,206,1
5,4,25280,30,1388,263,0
5,4,21619,2,1844,55,1
4,4,22941,91,806,72,0
5,1,26693,70,1352,108,1
1,3,20898,76,1014,121,1
4,4,13526,67,1812,217,0
5,3,3635,40,1769,106,0
1,1,28531,24,534,48,1
2,4,30426,50,391,27,1
3,3,17425,68,1612,193,1
3,2,22348,28,285,34,0
4,1,22690,60,1655,82,0
2,2,26343,85,625,93,0
5,1,12729,78,1230,110,1
5,1,21940,9,650,97,1
5,1,3188,63,1644,295,1
1,3,19709,91,385,53,1
4,2,10210,17,1407,267,1
5,4,20060,64,922,64,1
1,4,26669,20,1855,185,0
5,4,5332,10,1919,172,0
1,3,10912,43,1467,0,1
4,1,10151,22,1698,16,0
2,2,20714,12,433,73,1
1,2,11154,26,466,88,1
5,2,4665,1,284,53,0
1,2,20813,15,1821,18,0
5,1,7153,55,1679,100,1
1,4,12136,59,1032,0,0
2,2,25539,25,1801,270,0
4,4,207,86,114,2,1
4,3,18015,7,1441,201,1
1,4,1584,81,250,7,1
2,4,27326,40,1322,105,1
4,4,29402,53,1679,117,1
5,2,30849,41,360,36,0
5,3,2172,68,1590,254,0
5,3,30947,5,599,11,0
3,2,3425,63,183,14,0
4,2,2600,26,1507,105,1
1,2,2569,62,757,0,0
4,3,60,83,225,27,1
3,1,13641,6,1371,123,1
4,4,27884,75,566,84,1
4,4,27692,39,1460,73,1
4,1,20467,36,337,10,0
2,4,14950,92,1448,260,1
