item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
kids,1,96,8250,1652,115,2335
kitchen itensils,4,17,31067,811,24,2336
kids,2,27,11318,1124,213,2337
clothes,2,29,7531,528,73,2338
kids,1,25,13408,1570,204,2339
clothes,2,11,19776,899,35,2340
clothes,2,37,3139,604,42,2341
clothes,3,15,22656,279,8,2342
furniture,3,12,14407,416,74,2343
clothes,1,90,3612,1984,357,2344
other,3,50,16976,877,96,2345
clothes,4,75,12740,475,9,2346
kids,2,62,627,1994,279,2347
clothes,3,11,26049,464,37,2348
clothes,3,35,30232,742,22,2349
furniture,2,34,13789,1909,38,2350
kitchen itensils,1,47,3743,117,12,2351
kitchen itensils,1,30,31325,575,57,2352
kitchen itensils,4,74,27120,880,70,2353
clothes,3,65,11425,1466,234,2354
other,1,84,9599,1789,161,2355
clothes,2,93,22750,1524,152,2356
kids,3,66,24440,1478,147,2357
other,4,20,22083,69,9,2358
clothes,1,38,3174,1208,205,2359
kitchen itensils,4,18,1087,1247,162,2360
other,1,11,19150,1746,87,2361
other,3,17,13577,136,24,2362
kitchen itensils,1,37,8985,183,21,2363
other,3,49,19245,327,22,2364
clothes,1,20,30486,33,5,2365
kitchen itensils,3,83,11034,878,114,2366
clothes,4,31,9898,1870,112,2367
clothes,4,36,17990,1284,128,2368
furniture,4,23,26806,1962,117,2369
kitchen itensils,1,91,14054,1572,172,2370
kids,4,95,14567,1099,208,2371
clothes,2,73,8050,1220,48,2372
furniture,1,54,1458,622,55,2373
furniture,4,61,344,1394,13,2374
kids,2,3,12551,1451,246,2375
furniture,3,23,13240,279,50,2376
furniture,1,68,30771,608,103,2377
kids,3,94,16512,1355,121,2378
kitchen itensils,1,65,29808,1316,105,2379
clothes,1,8,27161,301,6,2380
kids,1,24,5025,1629,146,2381
furniture,3,51,15882,1870,56,2382
other,1,95,7301,1836,293,2383
kids,1,51,31313,645,70,2384
kids,3,2,2464,825,82,2385
furniture,1,97,5804,1969,177,2386
kitchen itensils,2,49,27326,1437,57,2387
furniture,3,84,9721,1330,106,2388
kids,1,5,4753,1391,69,2389
furniture,3,69,18273,457,9,2390
kids,1,88,835,937,178,2391
kids,3,55,20089,1811,181,2392
other,3,76,10652,1637,114,2393
clothes,1,47,23586,950,38,2394
kids,3,55,5192,149,19,2395
clothes,1,7,19393,870,60,2396
other,3,77,7405,76,3,2397
clothes,3,45,20328,473,61,2398
furniture,3,22,27238,1284,243,2399
furniture,1,92,28741,515,72,2400
kids,4,22,4409,753,105,2401
kitchen itensils,2,86,4734,1363,54,2402
kids,2,53,1766,680,95,2403
kids,1,24,3141,451,72,2404
other,2,97,8504,1208,24,2405
other,1,4,9645,504,80,2406
clothes,2,3,29309,1498,179,2407
other,2,62,3791,431,12,2408
kitchen itensils,3,52,29943,116,9,2409
other,1,29,16678,748,22,2410
other,3,38,24506,1528,15,2411
kitchen itensils,4,21,733,990,188,2412
clothes,1,76,26967,3,0,2413
kids,2,2,31609,482,38,2414
clothes,2,74,19479,1616,274,2415
kids,3,55,29975,255,2,2416
clothes,2,77,30549,1796,71,2417
kitchen itensils,4,97,14958,812,24,2418
furniture,4,34,2829,658,39,2419
clothes,3,59,3516,335,16,2420
clothes,2,37,20217,631,37,2421
other,4,89,27479,1421,170,2422
clothes,1,46,24535,1633,65,2423
kids,3,93,27763,274,35,2424
other,3,89,21602,936,121,2425
furniture,3,99,4241,391,54,2426
kids,1,85,23728,1728,69,2427
clothes,3,65,29589,139,6,2428
clothes,3,51,31445,1627,162,2429
kids,1,42,27817,1024,81,2430
furniture,3,56,3236,417,8,2431
other,2,62,16447,1245,87,2432
kids,4,35,31757,701,77,2433
kids,1,60,22781,1333,106,2434
furniture,1,34,231,30,0,2435
clothes,4,93,28520,692,0,2436
kitchen itensils,4,56,1167,802,72,2437
clothes,1,90,1825,647,32,2438
kids,3,74,13549,50,8,2439
kids,3,28,18240,174,17,2440
kids,2,44,7446,24,0,2441
furniture,3,41,6678,729,72,2442
clothes,4,41,23215,1642,131,2443
clothes,3,82,29007,102,10,2444
other,2,4,9030,1828,182,2445
clothes,2,34,13571,147,14,2446
furniture,1,38,14048,1907,114,2447
furniture,1,97,11998,1564,15,2448
kitchen itensils,2,5,9293,171,8,2449
kids,1,13,12413,586,46,2450
kitchen itensils,3,20,9025,1933,289,2451
other,1,5,2966,353,60,2452
kids,3,36,9919,1533,61,2453
clothes,1,88,23399,600,108,2454
clothes,3,22,21274,1490,104,2455
kitchen itensils,3,57,8584,975,107,2456
kitchen itensils,3,56,21132,904,81,2457
furniture,4,29,19053,1761,334,2458
clothes,2,11,25328,1340,13,2459
furniture,2,21,25850,1417,14,2460
furniture,1,82,6652,1230,209,2461
clothes,3,49,7334,1163,46,2462
other,3,82,16602,1866,37,2463
kids,3,75,20822,258,25,2464
other,3,78,16917,1496,224,2465
other,2,50,30517,1003,60,2466
clothes,4,31,25650,919,55,2467
clothes,2,2,25507,1275,153,2468
clothes,4,40,27576,1064,21,2469
kitchen itensils,3,10,17453,74,6,2470
furniture,3,87,14037,1539,215,2471
clothes,4,14,228,739,44,2472
kids,3,73,17004,502,35,2473
kitchen itensils,3,66,19466,332,63,2474
furniture,4,21,3525,789,7,2475
furniture,4,74,8646,1321,145,2476
furniture,1,53,26057,741,81,2477
furniture,3,73,30296,1337,147,2478
kitchen itensils,4,97,6644,1061,116,2479
other,1,70,20434,889,142,2480
kids,4,42,320,612,6,2481
kids,4,42,4377,1724,68,2482
furniture,4,36,26930,815,122,2483
kitchen itensils,2,47,20348,937,46,2484
clothes,3,9,11119,738,59,2485
kids,2,14,9080,402,44,2486
clothes,3,29,13388,805,32,2487
kitchen itensils,2,28,15202,1555,279,2488
kids,2,82,13690,1273,50,2489
kitchen itensils,3,15,13019,1340,241,2490
other,2,76,26277,1741,191,2491
furniture,1,6,3113,651,104,2492
furniture,1,44,10953,179,0,2493
furniture,3,29,13516,495,4,2494
clothes,2,50,18900,1607,32,2495
kids,2,36,10103,864,120,2496
kids,4,41,17163,1001,10,2497
other,4,41,27504,843,151,2498
kitchen itensils,3,84,26111,1837,165,2499
furniture,4,61,27002,1520,243,2500
furniture,2,58,18956,418,75,2501
clothes,2,43,1519,1811,18,2502
other,4,70,27386,285,0,2503
kitchen itensils,1,45,1257,491,44,2504
kids,3,15,14387,511,97,2505
kitchen itensils,2,88,25271,195,3,2506
kitchen itensils,3,6,12244,1799,269,2507
kids,4,14,16695,559,89,2508
kids,4,51,23092,883,141,2509
clothes,1,25,1220,793,95,2510
kitchen itensils,1,43,2048,1350,229,2511
kitchen itensils,4,48,1718,209,8,2512
kids,1,78,7144,668,106,2513
kitchen itensils,1,38,31163,932,130,2514
clothes,1,67,31276,1251,37,2515
kids,1,88,24706,304,57,2516
kitchen itensils,3,4,15460,1921,19,2517
kids,4,51,15705,643,77,2518
kitchen itensils,2,69,21122,1855,315,2519
clothes,3,7,26725,550,88,2520
kitchen itensils,3,5,4067,353,49,2521
kitchen itensils,2,90,24543,299,20,2522
other,2,17,2943,1940,252,2523
kitchen itensils,3,81,28604,268,0,2524
furniture,3,2,16309,1267,240,2525
kitchen itensils,2,64,16392,89,10,2526
other,3,59,23250,616,36,2527
kids,3,59,25614,1827,219,2528
clothes,1,85,5374,1597,175,2529
other,2,90,27122,1200,180,2530
kids,3,29,903,251,47,2531
furniture,2,41,23142,663,66,2532
other,4,63,24174,1959,293,2533
kids,4,91,20595,174,12,2534
kitchen itensils,2,29,27065,685,6,2535
furniture,4,30,22901,1068,117,2536
clothes,1,73,4625,1667,200,2537
kitchen itensils,1,29,5430,1248,174,2538
kids,4,58,11334,1260,226,2539
furniture,4,99,27090,341,23,2540
kids,1,52,28494,1176,211,2541
kids,2,91,21300,1996,119,2542
kitchen itensils,3,61,5838,411,8,2543
clothes,1,60,23726,810,97,2544
other,3,72,11989,1492,164,2545
kitchen itensils,1,73,22923,1480,74,2546
clothes,3,59,17453,659,118,2547
kids,1,31,5515,12,1,2548
clothes,1,6,7689,1595,303,2549
other,4,84,29001,652,13,2550
clothes,1,17,25394,1782,267,2551
other,1,66,17986,0,0,2552
kitchen itensils,1,20,27184,896,0,2553
clothes,1,96,25491,1372,205,2554
kids,1,55,870,1725,327,2555
kids,1,15,17470,458,32,2556
furniture,2,48,10871,283,53,2557
clothes,3,42,15735,1913,344,2558
clothes,2,63,30029,1129,135,2559
other,2,11,20928,191,34,2560
clothes,3,42,10391,1648,65,2561
clothes,4,94,1885,1610,144,2562
furniture,3,84,17323,1152,126,2563
clothes,3,86,4422,1565,125,2564
clothes,3,62,8484,879,17,2565
furniture,1,10,13742,93,10,2566
furniture,3,81,15632,1320,13,2567
kids,4,11,14612,652,110,2568
clothes,4,22,7726,1758,210,2569
other,4,66,20819,516,87,2570
clothes,2,51,31364,444,66,2571
furniture,3,46,18423,702,42,2572
kids,1,5,448,1550,139,2573
kids,1,28,25526,1409,126,2574
other,4,28,20587,335,63,2575
clothes,1,15,19571,1195,107,2576
furniture,2,47,17165,210,18,2577
furniture,2,89,10900,304,42,2578
kids,2,6,15086,331,26,2579
furniture,3,2,15459,858,34,2580
kitchen itensils,2,98,3537,957,153,2581
clothes,4,55,9759,547,10,2582
other,3,73,31456,1497,209,2583
other,4,15,21163,1130,158,2584
clothes,3,46,18739,530,26,2585
furniture,3,39,3403,381,7,2586
other,4,42,17068,1171,105,2587
clothes,1,1,31259,144,15,2588
kids,4,17,21911,1704,187,2589
clothes,1,77,16356,1279,140,2590
other,3,14,31207,326,45,2591
kids,2,38,15925,1495,269,2592
kitchen itensils,3,94,15555,512,30,2593
kitchen itensils,3,82,11610,1267,114,2594
clothes,1,40,28824,1016,152,2595
kitchen itensils,4,14,14857,1849,295,2596
kids,3,59,17875,1749,262,2597
furniture,3,27,14650,1489,163,2598
kids,2,60,9902,1824,273,2599
kitchen itensils,3,0,13952,149,22,2600
other,3,2,4813,1172,199,2601
kitchen itensils,1,45,143,287,22,2602
kids,2,14,17402,1632,277,2603
other,3,18,26859,1105,77,2604
kids,1,60,18297,1042,156,2605
furniture,4,69,31693,1257,87,2606
kitchen itensils,2,47,11170,706,21,2607
kitchen itensils,2,50,14268,1277,89,2608
kids,2,48,30002,1149,183,2609
clothes,1,56,29498,720,7,2610
kids,3,82,4512,203,38,2611
clothes,2,50,2913,631,107,2612
kids,3,68,28961,1287,205,2613
kitchen itensils,1,59,29110,41,0,2614
other,4,7,24828,223,37,2615
kitchen itensils,2,84,27178,1246,236,2616
kitchen itensils,4,30,8748,1857,37,2617
kitchen itensils,3,95,17307,744,7,2618
kids,1,83,18492,467,0,2619
other,4,62,4142,471,89,2620
kids,1,88,30744,1845,129,2621
furniture,4,87,1775,207,8,2622
kitchen itensils,4,69,31272,101,1,2623
kitchen itensils,2,23,14351,386,34,2624
furniture,1,27,9451,188,31,2625
kitchen itensils,3,78,22925,1842,73,2626
other,3,26,15699,1242,99,2627
kids,4,63,25819,1807,144,2628
kitchen itensils,2,72,12000,911,18,2629
clothes,4,56,29935,494,93,2630
clothes,3,80,28786,341,64,2631
furniture,1,37,2825,594,5,2632
clothes,1,6,5983,1059,52,2633
clothes,1,94,25116,809,24,2634
kitchen itensils,2,37,7262,1980,198,2635
furniture,3,31,23613,1821,218,2636
furniture,3,88,19538,628,0,2637
furniture,4,21,8343,1702,255,2638
other,4,2,22970,6,0,2639
kitchen itensils,3,38,23239,922,36,2640
kitchen itensils,1,48,5034,1394,125,2641
kitchen itensils,1,55,22737,237,45,2642
clothes,2,6,6889,1990,318,2643
kitchen itensils,2,15,17064,676,108,2644
kitchen itensils,3,70,28769,988,0,2645
kids,2,13,8333,1197,155,2646
kitchen itensils,2,32,13667,482,53,2647
kids,2,55,7821,1343,26,2648
furniture,4,28,23856,1890,170,2649
kitchen itensils,4,5,5770,1144,114,2650
clothes,4,87,25206,393,7,2651
kids,1,5,17071,1272,152,2652
other,2,77,634,1733,225,2653
kids,2,78,3599,1160,104,2654
other,3,84,20264,709,92,2655
clothes,4,3,18477,1050,157,2656
furniture,1,62,12225,332,26,2657
furniture,3,6,27149,1889,56,2658
furniture,2,66,29305,955,143,2659
kids,4,85,1633,1679,184,2660
kids,1,7,24974,1048,94,2661
kids,3,72,29985,604,114,2662
clothes,3,28,5114,1251,137,2663
clothes,3,32,4315,835,25,2664
kids,2,1,3604,1049,188,2665
clothes,2,33,6954,496,64,2666
furniture,2,53,31599,1454,14,2667
kitchen itensils,1,28,30379,1579,205,2668
kitchen itensils,2,57,24841,755,90,2669
clothes,4,30,28062,530,58,2670
kids,2,63,12292,1480,251,2671
kitchen itensils,2,13,29196,1674,267,2672
kids,3,68,27636,504,60,2673
clothes,4,43,18357,248,17,2674
other,1,26,8857,10,0,2675
kitchen itensils,2,57,22125,147,4,2676
furniture,1,95,886,1967,216,2677
clothes,4,45,8108,1006,10,2678
kids,3,65,22337,1216,12,2679
clothes,4,56,10295,1692,186,2680
furniture,2,88,14612,1025,82,2681
kitchen itensils,2,70,16425,1744,156,2682
clothes,4,88,15800,826,41,2683
kitchen itensils,4,64,23355,639,102,2684
furniture,4,71,15137,345,65,2685
kitchen itensils,1,3,27855,258,28,2686
other,4,65,26277,1730,259,2687
clothes,4,66,17153,1540,61,2688
kids,2,91,24200,480,33,2689
furniture,1,25,8249,181,34,2690
other,1,27,26605,1571,78,2691
clothes,4,32,7614,907,0,2692
kids,4,52,11077,459,78,2693
clothes,3,35,20963,1300,182,2694
kids,2,0,4284,1257,50,2695
other,1,1,18906,1541,77,2696
kitchen itensils,1,34,6500,1437,14,2697
clothes,1,62,26762,394,39,2698
furniture,2,31,6839,1574,110,2699
furniture,2,9,12711,1842,257,2700
kids,1,94,27944,1753,140,2701
kitchen itensils,2,51,22410,502,15,2702
kitchen itensils,4,56,10026,1944,155,2703
kitchen itensils,4,69,2927,1845,202,2704
kids,2,44,12952,1164,104,2705
kids,4,28,30898,1595,47,2706
kids,3,80,2828,935,46,2707
furniture,4,18,29727,1280,192,2708
furniture,4,73,23986,762,38,2709
kids,2,73,776,918,0,2710
furniture,4,0,7341,1632,81,2711
kids,3,15,21423,156,17,2712
other,3,74,24256,1220,61,2713
kitchen itensils,3,14,18104,507,70,2714
kitchen itensils,1,55,15754,1977,118,2715
clothes,4,75,19248,791,39,2716
kids,1,46,20291,484,82,2717
furniture,2,8,21643,369,51,2718
other,2,8,6703,1651,165,2719
other,1,93,588,626,43,2720
clothes,2,74,11864,1073,85,2721
other,2,14,5518,1602,0,2722
kitchen itensils,4,99,9189,1930,0,2723
kids,1,11,14236,1181,212,2724
kitchen itensils,2,85,18824,1135,68,2725
clothes,1,47,19506,315,0,2726
other,3,68,21029,977,58,2727
furniture,2,51,28035,180,18,2728
furniture,1,31,15975,1587,0,2729
kids,2,42,18872,1896,18,2730
clothes,3,56,3961,1152,195,2731
clothes,4,65,18188,721,122,2732
clothes,2,64,24860,369,47,2733
other,4,64,26781,333,3,2734
kids,2,82,9933,335,53,2735
other,1,71,11711,1314,105,2736
furniture,3,93,24346,377,22,2737
furniture,4,62,11769,218,17,2738
clothes,4,70,6390,1857,222,2739
other,3,95,2225,215,0,2740
kitchen itensils,1,45,23948,318,0,2741
other,3,15,9880,1757,175,2742
clothes,2,85,19271,1577,63,2743
clothes,4,63,4877,1579,205,2744
kids,1,95,972,1611,289,2745
kitchen itensils,1,29,23997,1054,21,2746
kids,1,37,12343,1805,252,2747
kids,1,3,5312,714,135,2748
kids,4,36,14936,1931,270,2749
furniture,2,47,11889,1474,88,2750
clothes,2,29,30000,565,56,2751
furniture,2,11,17737,2,0,2752
kitchen itensils,2,57,28486,798,127,2753
kitchen itensils,4,0,25470,984,59,2754
furniture,1,96,2085,44,4,2755
clothes,4,30,19198,291,11,2756
other,1,82,30176,1855,111,2757
kids,3,27,10817,1783,178,2758
clothes,4,9,19796,653,19,2759
kitchen itensils,4,85,22985,1777,248,2760
kitchen itensils,3,2,11557,851,59,2761
kitchen itensils,4,96,18021,1653,16,2762
furniture,2,26,30092,949,113,2763
kitchen itensils,4,61,30601,337,0,2764
furniture,1,82,2527,759,30,2765
kitchen itensils,3,72,15265,619,55,2766
clothes,2,0,1156,758,113,2767
clothes,4,50,2427,81,0,2768
furniture,2,52,8249,780,124,2769
kitchen itensils,2,18,11370,1954,117,2770
kids,4,25,5634,1798,269,2771
clothes,1,0,6619,679,27,2772
kitchen itensils,3,75,17668,363,14,2773
kids,3,8,27161,1351,216,2774
other,2,41,13723,1407,225,2775
kitchen itensils,1,81,14180,1924,76,2776
other,1,16,6701,1939,135,2777
other,3,56,16002,49,0,2778
clothes,4,72,12115,358,21,2779
kitchen itensils,1,10,22986,728,109,2780
furniture,2,25,3714,830,0,2781
other,2,11,28789,1445,86,2782
other,2,90,17127,241,38,2783
kitchen itensils,1,37,7328,234,2,2784
kids,4,2,6138,1269,228,2785
kitchen itensils,3,37,679,4,0,2786
kitchen itensils,1,86,5383,372,3,2787
kids,4,36,18772,1763,0,2788
other,1,30,11849,110,19,2789
other,3,52,26509,1884,339,2790
clothes,3,49,23639,241,14,2791
kids,2,22,9413,1448,217,2792
kids,3,62,31338,736,110,2793
kids,3,84,1924,145,27,2794
furniture,4,34,10871,455,50,2795
furniture,3,30,21936,773,61,2796
kids,2,17,29680,104,7,2797
kids,1,0,8774,926,148,2798
clothes,1,15,24345,1201,132,2799
kids,4,55,30317,850,17,2800
other,4,91,18560,1472,220,2801
furniture,1,96,1885,131,20,2802
kids,1,57,1858,225,4,2803
furniture,1,25,30990,1727,155,2804
other,1,99,6075,848,84,2805
furniture,2,68,25773,1651,264,2806
clothes,3,27,4358,1496,59,2807
furniture,2,94,20383,1418,85,2808
kids,4,25,19276,451,54,2809
other,4,63,12020,196,17,2810
other,3,53,736,1103,132,2811
kids,2,26,31265,687,41,2812
clothes,2,2,27215,51,4,2813
furniture,3,13,26666,1474,29,2814
furniture,1,7,20319,1423,128,2815
furniture,1,94,17274,1653,33,2816
other,2,27,14994,424,76,2817
furniture,3,93,21946,309,40,2818
clothes,3,32,4672,1867,112,2819
kitchen itensils,1,94,9463,31,0,2820
furniture,1,65,6914,153,26,2821
furniture,1,78,28653,339,27,2822
kids,3,7,20904,274,49,2823
kitchen itensils,1,53,8219,1209,60,2824
furniture,2,44,22271,1614,290,2825
kids,1,60,10849,1221,73,2826
kitchen itensils,4,65,10622,283,8,2827
kids,3,4,8782,522,67,2828
clothes,1,29,19530,1774,53,2829
furniture,1,73,17254,904,63,2830
kids,2,9,22708,1024,143,2831
other,3,31,1427,1108,121,2832
kitchen itensils,1,5,3850,667,33,2833
kitchen itensils,3,27,27623,868,69,2834
other,4,61,8686,1913,344,2835
kitchen itensils,3,2,4592,1603,64,2836
clothes,3,75,23869,553,77,2837
clothes,1,15,18066,612,110,2838
clothes,3,0,30688,655,117,2839
kitchen itensils,2,73,19667,1745,314,2840
kitchen itensils,3,70,14138,1167,128,2841
kitchen itensils,3,32,29124,936,65,2842
other,3,21,28486,1332,119,2843
furniture,4,88,23683,1668,250,2844
kitchen itensils,2,26,2799,417,70,2845
kitchen itensils,2,33,28411,1549,0,2846
clothes,1,55,10434,1775,35,2847
clothes,3,44,14119,951,19,2848
kitchen itensils,4,83,29917,1300,130,2849
furniture,4,56,3184,493,24,2850
other,1,0,1036,1313,223,2851
furniture,3,94,17035,922,64,2852
other,3,11,16041,1365,136,2853
furniture,2,63,1463,486,9,2854
furniture,3,60,9349,1149,91,2855
kids,2,14,5195,150,3,2856
clothes,3,95,3594,34,2,2857
kitchen itensils,4,47,18949,1505,105,2858
other,1,95,14736,1704,306,2859
kids,1,71,14504,362,28,2860
kids,4,91,20994,1360,149,2861
clothes,2,23,13727,1236,111,2862
clothes,4,13,5376,1601,192,2863
kids,2,41,24936,882,44,2864
kids,2,52,11308,608,48,2865
clothes,4,2,11209,374,22,2866
kitchen itensils,1,97,12603,149,20,2867
furniture,2,38,6238,1623,129,2868
clothes,4,80,10803,571,11,2869
other,1,53,24287,1151,46,2870
kids,3,5,13092,9,0,2871
furniture,3,85,26784,90,1,2872
furniture,3,20,26881,1272,228,2873
kitchen itensils,3,11,3151,718,114,2874
other,1,18,23698,1077,107,2875
kitchen itensils,1,53,19326,1090,119,2876
clothes,1,55,17811,983,137,2877
clothes,4,21,16510,1949,97,2878
kitchen itensils,2,30,15936,206,28,2879
kitchen itensils,2,89,15876,486,9,2880
other,2,77,23790,1976,276,2881
other,2,96,17892,723,108,2882
clothes,2,80,5244,1093,65,2883
kids,1,39,13347,1272,38,2884
kids,4,26,16024,166,26,2885
other,3,55,596,1445,144,2886
other,2,82,25790,1410,239,2887
clothes,3,40,10589,1062,0,2888
furniture,2,37,20291,1185,94,2889
other,2,65,5757,1509,15,2890
clothes,4,53,17834,1066,0,2891
clothes,3,79,8825,13,0,2892
clothes,3,35,4081,660,6,2893
kitchen itensils,1,40,23775,893,8,2894
kids,4,71,28417,1400,196,2895
other,1,77,10427,669,13,2896
other,1,88,19026,1887,358,2897
furniture,3,17,11283,1666,299,2898
other,1,76,18544,1565,156,2899
clothes,4,83,18640,667,0,2900
kids,4,63,1968,1234,135,2901
kids,3,31,15239,1222,36,2902
other,4,74,19552,1631,32,2903
other,1,42,3100,143,2,2904
furniture,1,74,15308,1500,180,2905
clothes,3,78,2221,184,9,2906
furniture,4,27,594,507,55,2907
other,1,62,21809,794,0,2908
furniture,3,22,5690,587,93,2909
clothes,4,15,29427,1653,314,2910
furniture,1,89,10166,1883,225,2911
furniture,4,85,15428,1615,290,2912
furniture,1,57,24894,1685,50,2913
clothes,1,58,12316,811,97,2914
kids,3,81,14741,1960,98,2915
kids,1,74,24309,936,131,2916
other,1,54,13878,838,117,2917
kids,2,34,3001,1794,251,2918
other,3,49,25289,654,117,2919
kids,2,13,28231,526,26,2920
kids,4,88,13593,259,44,2921
furniture,4,74,29531,1429,200,2922
kitchen itensils,2,43,22001,578,40,2923
other,3,52,23825,287,22,2924
other,2,62,16572,432,82,2925
furniture,2,35,28650,1598,79,2926
kitchen itensils,4,78,3289,1142,0,2927
clothes,3,25,17270,1611,0,2928
clothes,4,51,19630,1560,31,2929
clothes,1,48,30630,679,95,2930
furniture,4,11,15606,1922,288,2931
furniture,4,37,9091,367,55,2932
kitchen itensils,3,9,5048,1547,185,2933
other,4,97,16597,642,57,2934
kitchen itensils,1,30,5126,1989,258,2935
clothes,3,10,8084,389,27,2936
clothes,1,16,3262,1370,137,2937
other,3,9,17579,914,27,2938
other,2,2,23905,829,99,2939
kids,4,40,19433,264,34,2940
clothes,3,56,1244,1611,128,2941
kitchen itensils,4,66,6853,302,42,2942
other,2,28,3773,1382,55,2943
other,4,15,7215,1406,112,2944
other,1,44,7408,365,32,2945
furniture,2,35,2340,245,22,2946
clothes,3,56,4219,1152,115,2947
clothes,1,0,3984,1708,0,2948
kids,2,16,11674,266,23,2949
kids,2,85,168,929,9,2950
clothes,1,76,24527,644,70,2951
kitchen itensils,4,29,20911,969,125,2952
kitchen itensils,2,36,16269,891,35,2953
clothes,2,67,22769,891,17,2954
kids,3,10,23696,960,38,2955
clothes,2,69,16990,611,116,2956
other,4,82,1644,1156,219,2957
kids,2,4,18698,1612,80,2958
clothes,4,16,23827,917,100,2959
clothes,2,99,16325,943,160,2960
furniture,2,17,12377,619,105,2961
other,1,74,10901,816,24,2962
kitchen itensils,2,92,4713,1431,71,2963
furniture,4,77,19160,1216,48,2964
clothes,2,85,1080,1601,304,2965
kids,3,63,27836,1293,64,2966
clothes,1,54,7933,858,154,2967
kitchen itensils,3,46,31734,878,131,2968
clothes,2,30,24165,400,68,2969
clothes,2,32,302,1485,222,2970
clothes,1,30,445,288,46,2971
other,1,50,15425,710,56,2972
kids,3,23,11125,63,3,2973
kitchen itensils,3,69,14432,273,2,2974
other,3,90,15540,699,97,2975
